"No.","Time","Source","Destination","Protocol","Sequence Number","Payload Length","Info"
"1","0.000000","fe80::202:2:2:2","ff02::1a","ICMPv6","55","76","RPL Control (DODAG Information Object)"
"2","0.117000","fe80::206:6:6:6","fe80::202:2:2:2","ICMPv6","177","76","RPL Control (DODAG Information Object)"
"3","0.121200","","","IEEE 802.15.4","177","","Ack"
"4","0.202000","fe80::201:1:1:1","ff02::1a","ICMPv6","9","76","RPL Control (DODAG Information Object)"
"5","0.276000","fe80::203:3:3:3","fe80::201:1:1:1","ICMPv6","71","76","RPL Control (DODAG Information Object)"
"6","0.280200","","","IEEE 802.15.4","71","","Ack"
"7","0.596000","fe80::215:15:15:15","fe80::202:2:2:2","ICMPv6","169","76","RPL Control (DODAG Information Object)"
"8","0.600200","","","IEEE 802.15.4","169","","Ack"
"9","0.611000","fe80::206:6:6:6","fe80::202:2:2:2","ICMPv6","178","76","RPL Control (DODAG Information Object)"
"10","0.615200","","","IEEE 802.15.4","178","","Ack"
"11","0.710000","fe80::211:11:11:11","fe80::202:2:2:2","ICMPv6","34","76","RPL Control (DODAG Information Object)"
"12","0.714200","","","IEEE 802.15.4","34","","Ack"
"13","1.053000","fe80::209:9:9:9","fe80::201:1:1:1","ICMPv6","134","76","RPL Control (DODAG Information Object)"
"14","1.057200","","","IEEE 802.15.4","134","","Ack"
"15","1.309000","fe80::205:5:5:5","fe80::201:1:1:1","ICMPv6","117","76","RPL Control (DODAG Information Object)"
"16","1.313200","","","IEEE 802.15.4","117","","Ack"
"17","1.339000","fe80::215:15:15:15","fe80::202:2:2:2","ICMPv6","170","76","RPL Control (DODAG Information Object)"
"18","1.343200","","","IEEE 802.15.4","170","","Ack"
"19","1.363000","fe80::206:6:6:6","fe80::202:2:2:2","ICMPv6","179","76","RPL Control (DODAG Information Object)"
"20","1.367200","","","IEEE 802.15.4","179","","Ack"
"21","1.380000","fe80::20a:a:a:a","fe80::202:2:2:2","ICMPv6","236","76","RPL Control (DODAG Information Object)"
"22","1.384200","","","IEEE 802.15.4","236","","Ack"
"23","1.736000","fe80::20f:f:f:f","fe80::202:2:2:2","ICMPv6","250","76","RPL Control (DODAG Information Object)"
"24","1.740200","","","IEEE 802.15.4","250","","Ack"
"25","1.908000","fe80::207:7:7:7","fe80::202:2:2:2","ICMPv6","35","76","RPL Control (DODAG Information Object)"
"26","1.912200","","","IEEE 802.15.4","35","","Ack"
"27","2.096000","fe80::204:4:4:4","fe80::202:2:2:2","ICMPv6","65","76","RPL Control (DODAG Information Object)"
"28","2.100200","","","IEEE 802.15.4","65","","Ack"
"29","2.151000","fe80::20c:c:c:c","fe80::202:2:2:2","ICMPv6","30","76","RPL Control (DODAG Information Object)"
"30","2.155200","","","IEEE 802.15.4","30","","Ack"
"31","2.446000","fe80::20a:a:a:a","fe80::202:2:2:2","ICMPv6","237","76","RPL Control (DODAG Information Object)"
"32","2.450200","","","IEEE 802.15.4","237","","Ack"
"33","2.460000","fe80::20b:b:b:b","fe80::202:2:2:2","ICMPv6","108","76","RPL Control (DODAG Information Object)"
"34","2.464200","","","IEEE 802.15.4","108","","Ack"
"35","2.528000","fe80::211:11:11:11","fe80::202:2:2:2","ICMPv6","35","76","RPL Control (DODAG Information Object)"
"36","2.532200","","","IEEE 802.15.4","35","","Ack"
"37","2.717000","fe80::208:8:8:8","fe80::202:2:2:2","ICMPv6","228","76","RPL Control (DODAG Information Object)"
"38","2.721200","","","IEEE 802.15.4","228","","Ack"
"39","2.736000","fe80::20c:c:c:c","fe80::202:2:2:2","ICMPv6","31","76","RPL Control (DODAG Information Object)"
"40","2.740200","","","IEEE 802.15.4","31","","Ack"
"41","3.051000","fe80::215:15:15:15","fe80::202:2:2:2","ICMPv6","171","76","RPL Control (DODAG Information Object)"
"42","3.055200","","","IEEE 802.15.4","171","","Ack"
"43","3.117000","fe80::209:9:9:9","fe80::201:1:1:1","ICMPv6","135","76","RPL Control (DODAG Information Object)"
"44","3.121200","","","IEEE 802.15.4","135","","Ack"
"45","3.351000","fe80::210:10:10:10","fe80::201:1:1:1","ICMPv6","113","76","RPL Control (DODAG Information Object)"
"46","3.355200","","","IEEE 802.15.4","113","","Ack"
"47","3.381000","fe80::215:15:15:15","fe80::202:2:2:2","ICMPv6","172","76","RPL Control (DODAG Information Object)"
"48","3.385200","","","IEEE 802.15.4","172","","Ack"
"49","3.492000","fe80::203:3:3:3","fe80::201:1:1:1","ICMPv6","72","76","RPL Control (DODAG Information Object)"
"50","3.496200","","","IEEE 802.15.4","72","","Ack"
"51","3.588000","fe80::203:3:3:3","fe80::201:1:1:1","ICMPv6","73","76","RPL Control (DODAG Information Object)"
"52","3.592200","","","IEEE 802.15.4","73","","Ack"
"53","3.615000","fe80::212:12:12:12","fe80::201:1:1:1","ICMPv6","84","76","RPL Control (DODAG Information Object)"
"54","3.619200","","","IEEE 802.15.4","84","","Ack"
"55","3.833000","fe80::20e:e:e:e","fe80::201:1:1:1","ICMPv6","12","76","RPL Control (DODAG Information Object)"
"56","3.837200","","","IEEE 802.15.4","12","","Ack"
"57","4.038000","fe80::20d:d:d:d","fe80::202:2:2:2","ICMPv6","30","76","RPL Control (DODAG Information Object)"
"58","4.042200","","","IEEE 802.15.4","30","","Ack"
"59","4.144000","fe80::210:10:10:10","fe80::201:1:1:1","ICMPv6","114","76","RPL Control (DODAG Information Object)"
"60","4.148200","","","IEEE 802.15.4","114","","Ack"
"61","4.337000","fe80::20b:b:b:b","fe80::202:2:2:2","ICMPv6","109","76","RPL Control (DODAG Information Object)"
"62","4.341200","","","IEEE 802.15.4","109","","Ack"
"63","4.431000","fe80::205:5:5:5","fe80::201:1:1:1","ICMPv6","118","76","RPL Control (DODAG Information Object)"
"64","4.435200","","","IEEE 802.15.4","118","","Ack"
"65","4.607000","fe80::20f:f:f:f","fe80::202:2:2:2","ICMPv6","251","76","RPL Control (DODAG Information Object)"
"66","4.611200","","","IEEE 802.15.4","251","","Ack"
"67","4.758000","fe80::20b:b:b:b","fe80::202:2:2:2","ICMPv6","110","76","RPL Control (DODAG Information Object)"
"68","4.762200","","","IEEE 802.15.4","110","","Ack"
"69","4.815000","fe80::206:6:6:6","fe80::202:2:2:2","ICMPv6","180","76","RPL Control (DODAG Information Object)"
"70","4.819200","","","IEEE 802.15.4","180","","Ack"
"71","4.836000","fe80::208:8:8:8","fe80::202:2:2:2","ICMPv6","229","76","RPL Control (DODAG Information Object)"
"72","4.840200","","","IEEE 802.15.4","229","","Ack"
"73","5.040000","fe80::207:7:7:7","fe80::202:2:2:2","ICMPv6","36","76","RPL Control (DODAG Information Object)"
"74","5.044200","","","IEEE 802.15.4","36","","Ack"
"75","5.187000","fe80::20c:c:c:c","fe80::202:2:2:2","ICMPv6","32","76","RPL Control (DODAG Information Object)"
"76","5.191200","","","IEEE 802.15.4","32","","Ack"
"77","5.218000","fe80::210:10:10:10","fe80::201:1:1:1","ICMPv6","115","76","RPL Control (DODAG Information Object)"
"78","5.222200","","","IEEE 802.15.4","115","","Ack"
"79","5.514000","fe80::208:8:8:8","fe80::202:2:2:2","ICMPv6","230","76","RPL Control (DODAG Information Object)"
"80","5.518200","","","IEEE 802.15.4","230","","Ack"
"81","5.556000","fe80::209:9:9:9","fe80::201:1:1:1","ICMPv6","136","76","RPL Control (DODAG Information Object)"
"82","5.560200","","","IEEE 802.15.4","136","","Ack"
"83","5.897000","fe80::204:4:4:4","fe80::202:2:2:2","ICMPv6","66","76","RPL Control (DODAG Information Object)"
"84","5.901200","","","IEEE 802.15.4","66","","Ack"
"85","5.905000","fe80::201:1:1:1","ff02::1a","ICMPv6","10","76","RPL Control (DODAG Information Object)"
"86","5.986000","fe80::211:11:11:11","fe80::202:2:2:2","ICMPv6","36","76","RPL Control (DODAG Information Object)"
"87","5.990200","","","IEEE 802.15.4","36","","Ack"
"88","6.051000","fe80::20e:e:e:e","fe80::201:1:1:1","ICMPv6","13","76","RPL Control (DODAG Information Object)"
"89","6.055200","","","IEEE 802.15.4","13","","Ack"
"90","6.155000","fe80::20a:a:a:a","fe80::202:2:2:2","ICMPv6","238","76","RPL Control (DODAG Information Object)"
"91","6.159200","","","IEEE 802.15.4","238","","Ack"
"92","6.170000","fe80::212:12:12:12","fe80::201:1:1:1","ICMPv6","85","76","RPL Control (DODAG Information Object)"
"93","6.174200","","","IEEE 802.15.4","85","","Ack"
"94","6.256000","fe80::211:11:11:11","fe80::202:2:2:2","ICMPv6","37","76","RPL Control (DODAG Information Object)"
"95","6.260200","","","IEEE 802.15.4","37","","Ack"
"96","6.392000","::215:15:15:15","::202:2:2:2","ICMPv6","173","58","RPL Control (Destination Advertisement Object)"
"97","6.395656","","","IEEE 802.15.4","173","","Ack"
"98","6.419000","fe80::203:3:3:3","fe80::201:1:1:1","ICMPv6","74","76","RPL Control (DODAG Information Object)"
"99","6.423200","","","IEEE 802.15.4","74","","Ack"
"100","6.427000","::202:2:2:2","::215:15:15:15","ICMPv6","56","16","RPL Control (Destination Advertisement Object Acknowledgment)"
"101","6.429312","","","IEEE 802.15.4","56","","Ack"
"102","6.830000","fe80::20d:d:d:d","fe80::202:2:2:2","ICMPv6","31","76","RPL Control (DODAG Information Object)"
"103","6.834200","","","IEEE 802.15.4","31","","Ack"
"104","6.952000","fe80::20e:e:e:e","fe80::201:1:1:1","ICMPv6","14","76","RPL Control (DODAG Information Object)"
"105","6.956200","","","IEEE 802.15.4","14","","Ack"
"106","6.955200","fe80::208:8:8:8","fe80::202:2:2:2","ICMPv6","231","76","RPL Control (DODAG Information Object)"
"107","6.976000","fe80::20e:e:e:e","fe80::201:1:1:1","ICMPv6","14","76","RPL Control (DODAG Information Object)"
"108","6.980200","","","IEEE 802.15.4","14","","Ack"
"109","6.999000","fe80::208:8:8:8","fe80::202:2:2:2","ICMPv6","231","76","RPL Control (DODAG Information Object)"
"110","7.003200","","","IEEE 802.15.4","231","","Ack"
"111","7.028000","fe80::204:4:4:4","fe80::202:2:2:2","ICMPv6","67","76","RPL Control (DODAG Information Object)"
"112","7.032200","","","IEEE 802.15.4","67","","Ack"
"113","7.056000","fe80::20b:b:b:b","fe80::202:2:2:2","ICMPv6","111","76","RPL Control (DODAG Information Object)"
"114","7.060200","","","IEEE 802.15.4","111","","Ack"
"115","7.067000","fe80::210:10:10:10","fe80::201:1:1:1","ICMPv6","116","76","RPL Control (DODAG Information Object)"
"116","7.071200","","","IEEE 802.15.4","116","","Ack"
"117","7.102000","fe80::205:5:5:5","fe80::201:1:1:1","ICMPv6","119","76","RPL Control (DODAG Information Object)"
"118","7.106200","","","IEEE 802.15.4","119","","Ack"
"119","7.130000","::206:6:6:6","::202:2:2:2","ICMPv6","181","58","RPL Control (Destination Advertisement Object)"
"120","7.133656","","","IEEE 802.15.4","181","","Ack"
"121","7.161000","::202:2:2:2","::206:6:6:6","ICMPv6","57","16","RPL Control (Destination Advertisement Object Acknowledgment)"
"122","7.163312","","","IEEE 802.15.4","57","","Ack"
"123","7.428000","::215:15:15:15","::202:2:2:2","UDP","174","100","8765  >  5678 Len=84"
"124","7.432936","","","IEEE 802.15.4","174","","Ack"
"125","7.466000","::202:2:2:2","::215:15:15:15","UDP","58","100","5678  >  8765 Len=84"
"126","7.470936","","","IEEE 802.15.4","58","","Ack"
"127","7.666000","fe80::20c:c:c:c","fe80::202:2:2:2","ICMPv6","33","76","RPL Control (DODAG Information Object)"
"128","7.670200","","","IEEE 802.15.4","33","","Ack"
"129","7.701000","fe80::20f:f:f:f","fe80::202:2:2:2","ICMPv6","252","76","RPL Control (DODAG Information Object)"
"130","7.705200","","","IEEE 802.15.4","252","","Ack"
"131","7.830000","fe80::209:9:9:9","fe80::201:1:1:1","ICMPv6","137","76","RPL Control (DODAG Information Object)"
"132","7.834200","","","IEEE 802.15.4","137","","Ack"
"133","8.050000","fe80::204:4:4:4","fe80::202:2:2:2","ICMPv6","68","76","RPL Control (DODAG Information Object)"
"134","8.054200","","","IEEE 802.15.4","68","","Ack"
"135","8.256000","fe80::20a:a:a:a","fe80::202:2:2:2","ICMPv6","239","76","RPL Control (DODAG Information Object)"
"136","8.260200","","","IEEE 802.15.4","239","","Ack"
"137","8.306000","fe80::205:5:5:5","fe80::201:1:1:1","ICMPv6","120","76","RPL Control (DODAG Information Object)"
"138","8.310200","","","IEEE 802.15.4","120","","Ack"
"139","8.418000","fe80::207:7:7:7","fe80::202:2:2:2","ICMPv6","37","76","RPL Control (DODAG Information Object)"
"140","8.422200","","","IEEE 802.15.4","37","","Ack"
"141","8.522000","fe80::202:2:2:2","ff02::1a","ICMPv6","59","76","RPL Control (DODAG Information Object)"
"142","8.967000","fe80::20f:f:f:f","fe80::202:2:2:2","ICMPv6","253","76","RPL Control (DODAG Information Object)"
"143","8.971200","","","IEEE 802.15.4","253","","Ack"
"144","9.104000","fe80::212:12:12:12","fe80::201:1:1:1","ICMPv6","86","76","RPL Control (DODAG Information Object)"
"145","9.108200","","","IEEE 802.15.4","86","","Ack"
"146","9.643000","fe80::215:15:15:15","ff02::1a","ICMPv6","175","76","RPL Control (DODAG Information Object)"
"147","10.242000","fe80::212:12:12:12","fe80::201:1:1:1","ICMPv6","87","76","RPL Control (DODAG Information Object)"
"148","10.246200","","","IEEE 802.15.4","87","","Ack"
"149","10.359000","::203:3:3:3","::201:1:1:1","ICMPv6","75","58","RPL Control (Destination Advertisement Object)"
"150","10.362656","","","IEEE 802.15.4","75","","Ack"
"151","10.397000","::201:1:1:1","::203:3:3:3","ICMPv6","11","16","RPL Control (Destination Advertisement Object Acknowledgment)"
"152","10.399312","","","IEEE 802.15.4","11","","Ack"
"153","10.399312","fe80::206:6:6:6","ff02::1a","ICMPv6","182","76","RPL Control (DODAG Information Object)"
"154","10.405000","::201:1:1:1","::203:3:3:3","ICMPv6","11","16","RPL Control (Destination Advertisement Object Acknowledgment)"
"155","10.407312","","","IEEE 802.15.4","11","","Ack"
"156","10.544000","::20b:b:b:b","::202:2:2:2","ICMPv6","112","58","RPL Control (Destination Advertisement Object)"
"157","10.547656","","","IEEE 802.15.4","112","","Ack"
"158","10.561000","::202:2:2:2","::20b:b:b:b","ICMPv6","60","16","RPL Control (Destination Advertisement Object Acknowledgment)"
"159","10.563312","","","IEEE 802.15.4","60","","Ack"
"160","10.614000","fe80::20d:d:d:d","fe80::202:2:2:2","ICMPv6","32","76","RPL Control (DODAG Information Object)"
"161","10.618200","","","IEEE 802.15.4","32","","Ack"
"162","10.889000","::205:5:5:5","::201:1:1:1","ICMPv6","121","58","RPL Control (Destination Advertisement Object)"
"163","10.892656","","","IEEE 802.15.4","121","","Ack"
"164","10.921000","::201:1:1:1","::205:5:5:5","ICMPv6","12","16","RPL Control (Destination Advertisement Object Acknowledgment)"
"165","10.923312","","","IEEE 802.15.4","12","","Ack"
"166","10.938000","fe80::207:7:7:7","fe80::202:2:2:2","ICMPv6","38","76","RPL Control (DODAG Information Object)"
"167","10.942200","","","IEEE 802.15.4","38","","Ack"
"168","11.015000","::204:4:4:4","::202:2:2:2","ICMPv6","69","58","RPL Control (Destination Advertisement Object)"
"169","11.018656","","","IEEE 802.15.4","69","","Ack"
"170","11.043000","::202:2:2:2","::204:4:4:4","ICMPv6","61","16","RPL Control (Destination Advertisement Object Acknowledgment)"
"171","11.045312","","","IEEE 802.15.4","61","","Ack"
"172","11.098000","::20e:e:e:e","::201:1:1:1","ICMPv6","15","58","RPL Control (Destination Advertisement Object)"
"173","11.101656","","","IEEE 802.15.4","15","","Ack"
"174","11.115000","::201:1:1:1","::20e:e:e:e","ICMPv6","13","16","RPL Control (Destination Advertisement Object Acknowledgment)"
"175","11.117312","","","IEEE 802.15.4","13","","Ack"
"176","11.143000","::209:9:9:9","::201:1:1:1","ICMPv6","138","58","RPL Control (Destination Advertisement Object)"
"177","11.146656","","","IEEE 802.15.4","138","","Ack"
"178","11.174000","::201:1:1:1","::209:9:9:9","ICMPv6","14","16","RPL Control (Destination Advertisement Object Acknowledgment)"
"179","11.176312","","","IEEE 802.15.4","14","","Ack"
"180","11.586000","::20f:f:f:f","::202:2:2:2","ICMPv6","254","58","RPL Control (Destination Advertisement Object)"
"181","11.589656","","","IEEE 802.15.4","254","","Ack"
"182","11.593000","::202:2:2:2","::20f:f:f:f","ICMPv6","62","16","RPL Control (Destination Advertisement Object Acknowledgment)"
"183","11.595312","","","IEEE 802.15.4","62","","Ack"
"184","11.794000","::204:4:4:4","::202:2:2:2","UDP","70","23","8765  >  5678 Len=7"
"185","11.796472","","","IEEE 802.15.4","70","","Ack"
"186","11.828000","::202:2:2:2","::204:4:4:4","UDP","63","23","5678  >  8765 Len=7"
"187","11.830472","","","IEEE 802.15.4","63","","Ack"
"188","11.912000","::211:11:11:11","::202:2:2:2","ICMPv6","38","58","RPL Control (Destination Advertisement Object)"
"189","11.915656","","","IEEE 802.15.4","38","","Ack"
"190","11.932000","::202:2:2:2","::211:11:11:11","ICMPv6","64","16","RPL Control (Destination Advertisement Object Acknowledgment)"
"191","11.934312","","","IEEE 802.15.4","64","","Ack"
"192","11.988000","::208:8:8:8","::202:2:2:2","ICMPv6","232","58","RPL Control (Destination Advertisement Object)"
"193","11.991656","","","IEEE 802.15.4","232","","Ack"
"194","12.025000","::202:2:2:2","::208:8:8:8","ICMPv6","65","16","RPL Control (Destination Advertisement Object Acknowledgment)"
"195","12.027312","","","IEEE 802.15.4","65","","Ack"
"196","12.106000","fe80::20d:d:d:d","fe80::202:2:2:2","ICMPv6","33","76","RPL Control (DODAG Information Object)"
"197","12.110200","","","IEEE 802.15.4","33","","Ack"
"198","12.150000","::210:10:10:10","::201:1:1:1","ICMPv6","117","58","RPL Control (Destination Advertisement Object)"
"199","12.153656","","","IEEE 802.15.4","117","","Ack"
"200","12.169000","::201:1:1:1","::210:10:10:10","ICMPv6","15","16","RPL Control (Destination Advertisement Object Acknowledgment)"
"201","12.171312","","","IEEE 802.15.4","15","","Ack"
"202","12.879000","fe80::203:3:3:3","ff02::1a","ICMPv6","76","76","RPL Control (DODAG Information Object)"
"203","13.139000","::206:6:6:6","::202:2:2:2","UDP","183","23","8765  >  5678 Len=7"
"204","13.141472","","","IEEE 802.15.4","183","","Ack"
"205","13.155000","::202:2:2:2","::206:6:6:6","UDP","66","23","5678  >  8765 Len=7"
"206","13.157472","","","IEEE 802.15.4","66","","Ack"
"207","13.172000","::20c:c:c:c","::202:2:2:2","ICMPv6","34","58","RPL Control (Destination Advertisement Object)"
"208","13.175656","","","IEEE 802.15.4","34","","Ack"
"209","13.201000","fe80::20b:b:b:b","ff02::1a","ICMPv6","113","76","RPL Control (DODAG Information Object)"
"210","13.210000","::202:2:2:2","::20c:c:c:c","ICMPv6","67","16","RPL Control (Destination Advertisement Object Acknowledgment)"
"211","13.212312","","","IEEE 802.15.4","67","","Ack"
"212","13.435000","fe80::209:9:9:9","ff02::1a","ICMPv6","139","76","RPL Control (DODAG Information Object)"
"213","13.538000","::207:7:7:7","::202:2:2:2","ICMPv6","39","58","RPL Control (Destination Advertisement Object)"
"214","13.541656","","","IEEE 802.15.4","39","","Ack"
"215","13.551000","::205:5:5:5","::201:1:1:1","UDP","122","23","8765  >  5678 Len=7"
"216","13.553472","","","IEEE 802.15.4","122","","Ack"
"217","13.559000","::201:1:1:1","::205:5:5:5","UDP","16","23","5678  >  8765 Len=7"
"218","13.561472","","","IEEE 802.15.4","16","","Ack"
"219","13.578000","::202:2:2:2","::207:7:7:7","ICMPv6","68","16","RPL Control (Destination Advertisement Object Acknowledgment)"
"220","13.580312","","","IEEE 802.15.4","68","","Ack"
"221","13.623000","fe80::204:4:4:4","ff02::1a","ICMPv6","71","76","RPL Control (DODAG Information Object)"
"222","13.747000","::209:9:9:9","::201:1:1:1","UDP","140","23","8765  >  5678 Len=7"
"223","13.749472","","","IEEE 802.15.4","140","","Ack"
"224","13.777000","::201:1:1:1","::209:9:9:9","UDP","17","23","5678  >  8765 Len=7"
"225","13.779472","","","IEEE 802.15.4","17","","Ack"
"226","13.882000","fe80::20e:e:e:e","ff02::1a","ICMPv6","16","76","RPL Control (DODAG Information Object)"
"227","14.047000","::211:11:11:11","::202:2:2:2","UDP","39","23","8765  >  5678 Len=7"
"228","14.049472","","","IEEE 802.15.4","39","","Ack"
"229","14.060000","::20a:a:a:a","::202:2:2:2","ICMPv6","240","58","RPL Control (Destination Advertisement Object)"
"230","14.063656","","","IEEE 802.15.4","240","","Ack"
"231","14.066752","::202:2:2:2","::20a:a:a:a","ICMPv6","70","16","RPL Control (Destination Advertisement Object Acknowledgment)"
"232","14.069064","","","IEEE 802.15.4","70","","Ack"
"233","14.072160","::202:2:2:2","::211:11:11:11","UDP","69","23","5678  >  8765 Len=7"
"234","14.074632","","","IEEE 802.15.4","69","","Ack"
"235","14.405000","::203:3:3:3","::201:1:1:1","UDP","77","23","8765  >  5678 Len=7"
"236","14.407472","","","IEEE 802.15.4","77","","Ack"
"237","14.428000","fe80::205:5:5:5","ff02::1a","ICMPv6","123","76","RPL Control (DODAG Information Object)"
"238","14.434000","::201:1:1:1","::203:3:3:3","UDP","18","23","5678  >  8765 Len=7"
"239","14.436472","","","IEEE 802.15.4","18","","Ack"
"240","14.773000","fe80::215:15:15:15","ff02::1a","ICMPv6","176","76","RPL Control (DODAG Information Object)"
"241","14.864000","::208:8:8:8","::202:2:2:2","UDP","233","23","8765  >  5678 Len=7"
"242","14.866472","","","IEEE 802.15.4","233","","Ack"
"243","14.885000","::202:2:2:2","::208:8:8:8","UDP","71","23","5678  >  8765 Len=7"
"244","14.887472","","","IEEE 802.15.4","71","","Ack"
"245","14.993000","fe80::210:10:10:10","ff02::1a","ICMPv6","118","76","RPL Control (DODAG Information Object)"
"246","15.164000","fe80::20f:f:f:f","ff02::1a","ICMPv6","255","76","RPL Control (DODAG Information Object)"
"247","15.397000","::210:10:10:10","::201:1:1:1","UDP","119","23","8765  >  5678 Len=7"
"248","15.399472","","","IEEE 802.15.4","119","","Ack"
"249","15.410000","::201:1:1:1","::210:10:10:10","UDP","19","23","5678  >  8765 Len=7"
"250","15.412472","","","IEEE 802.15.4","19","","Ack"
"251","15.503000","::20f:f:f:f","::202:2:2:2","UDP","0","23","8765  >  5678 Len=7"
"252","15.505472","","","IEEE 802.15.4","0","","Ack"
"253","15.508568","::202:2:2:2","::20f:f:f:f","UDP","72","23","5678  >  8765 Len=7"
"254","15.511040","","","IEEE 802.15.4","72","","Ack"
"255","15.677000","fe80::207:7:7:7","ff02::1a","ICMPv6","40","76","RPL Control (DODAG Information Object)"
"256","15.712000","::20e:e:e:e","::201:1:1:1","UDP","17","23","8765  >  5678 Len=7"
"257","15.714472","","","IEEE 802.15.4","17","","Ack"
"258","15.722000","::201:1:1:1","::20e:e:e:e","UDP","20","23","5678  >  8765 Len=7"
"259","15.724472","","","IEEE 802.15.4","20","","Ack"
"260","15.826000","::212:12:12:12","::201:1:1:1","ICMPv6","88","58","RPL Control (Destination Advertisement Object)"
"261","15.829656","","","IEEE 802.15.4","88","","Ack"
"262","15.836000","::201:1:1:1","::212:12:12:12","ICMPv6","21","16","RPL Control (Destination Advertisement Object Acknowledgment)"
"263","15.838312","","","IEEE 802.15.4","21","","Ack"
"264","15.995000","fe80::208:8:8:8","ff02::1a","ICMPv6","234","76","RPL Control (DODAG Information Object)"
"265","16.027000","fe80::211:11:11:11","ff02::1a","ICMPv6","40","76","RPL Control (DODAG Information Object)"
"266","16.202000","fe80::20a:a:a:a","ff02::1a","ICMPv6","241","76","RPL Control (DODAG Information Object)"
"267","16.324000","::20b:b:b:b","::202:2:2:2","UDP","114","23","8765  >  5678 Len=7"
"268","16.326472","","","IEEE 802.15.4","114","","Ack"
"269","16.360000","::202:2:2:2","::20b:b:b:b","UDP","73","23","5678  >  8765 Len=7"
"270","16.362472","","","IEEE 802.15.4","73","","Ack"
"271","16.655000","::207:7:7:7","::202:2:2:2","UDP","41","23","8765  >  5678 Len=7"
"272","16.657472","","","IEEE 802.15.4","41","","Ack"
"273","16.690000","::202:2:2:2","::207:7:7:7","UDP","74","23","5678  >  8765 Len=7"
"274","16.692472","","","IEEE 802.15.4","74","","Ack"
"275","16.900000","fe80::20c:c:c:c","ff02::1a","ICMPv6","35","76","RPL Control (DODAG Information Object)"
"276","17.565000","fe80::202:2:2:2","ff02::1a","ICMPv6","75","76","RPL Control (DODAG Information Object)"
"277","17.678000","fe80::201:1:1:1","ff02::1a","ICMPv6","22","76","RPL Control (DODAG Information Object)"
"278","17.706000","fe80::206:6:6:6","ff02::1a","ICMPv6","184","76","RPL Control (DODAG Information Object)"
"279","17.780000","::204:4:4:4","::202:2:2:2","UDP","72","23","8765  >  5678 Len=7"
"280","17.782472","","","IEEE 802.15.4","72","","Ack"
"281","17.817000","::202:2:2:2","::204:4:4:4","UDP","76","23","5678  >  8765 Len=7"
"282","17.819472","","","IEEE 802.15.4","76","","Ack"
"283","18.093000","::20d:d:d:d","::202:2:2:2","ICMPv6","34","58","RPL Control (Destination Advertisement Object)"
"284","18.096656","","","IEEE 802.15.4","34","","Ack"
"285","18.134000","::202:2:2:2","::20d:d:d:d","ICMPv6","77","16","RPL Control (Destination Advertisement Object Acknowledgment)"
"286","18.136312","","","IEEE 802.15.4","77","","Ack"
"287","18.168000","::20c:c:c:c","::202:2:2:2","UDP","36","23","8765  >  5678 Len=7"
"288","18.170472","","","IEEE 802.15.4","36","","Ack"
"289","18.200000","::202:2:2:2","::20c:c:c:c","UDP","78","23","5678  >  8765 Len=7"
"290","18.202472","","","IEEE 802.15.4","78","","Ack"
"291","18.427000","::215:15:15:15","::202:2:2:2","UDP","177","94","8765  >  5678 Len=78"
"292","18.431744","","","IEEE 802.15.4","177","","Ack"
"293","18.441000","::202:2:2:2","::215:15:15:15","UDP","79","94","5678  >  8765 Len=78"
"294","18.445744","","","IEEE 802.15.4","79","","Ack"
"295","19.171000","::206:6:6:6","::202:2:2:2","UDP","185","23","8765  >  5678 Len=7"
"296","19.173472","","","IEEE 802.15.4","185","","Ack"
"297","19.205000","::202:2:2:2","::206:6:6:6","UDP","80","23","5678  >  8765 Len=7"
"298","19.207472","","","IEEE 802.15.4","80","","Ack"
"299","19.276000","fe80::212:12:12:12","ff02::1a","ICMPv6","89","76","RPL Control (DODAG Information Object)"
"300","19.287000","::20a:a:a:a","::202:2:2:2","UDP","242","23","8765  >  5678 Len=7"
"301","19.289472","","","IEEE 802.15.4","242","","Ack"
"302","19.327000","::202:2:2:2","::20a:a:a:a","UDP","81","23","5678  >  8765 Len=7"
"303","19.329472","","","IEEE 802.15.4","81","","Ack"
"304","19.503000","fe80::205:5:5:5","ff02::1a","ICMPv6","124","76","RPL Control (DODAG Information Object)"
"305","19.551000","::205:5:5:5","::201:1:1:1","UDP","125","23","8765  >  5678 Len=7"
"306","19.553472","","","IEEE 802.15.4","125","","Ack"
"307","19.596000","::201:1:1:1","::205:5:5:5","UDP","23","23","5678  >  8765 Len=7"
"308","19.598472","","","IEEE 802.15.4","23","","Ack"
"309","19.741000","::209:9:9:9","::201:1:1:1","UDP","141","23","8765  >  5678 Len=7"
"310","19.743472","","","IEEE 802.15.4","141","","Ack"
"311","19.764000","::201:1:1:1","::209:9:9:9","UDP","24","23","5678  >  8765 Len=7"
"312","19.766472","","","IEEE 802.15.4","24","","Ack"
"313","19.981000","fe80::203:3:3:3","ff02::1a","ICMPv6","78","76","RPL Control (DODAG Information Object)"
"314","19.983000","fe80::20b:b:b:b","ff02::1a","ICMPv6","115","76","RPL Control (DODAG Information Object)"
"315","20.070000","::211:11:11:11","::202:2:2:2","UDP","41","23","8765  >  5678 Len=7"
"316","20.072472","","","IEEE 802.15.4","41","","Ack"
"317","20.114000","::202:2:2:2","::211:11:11:11","UDP","82","23","5678  >  8765 Len=7"
