"No.","Time","Source","Destination","Protocol","Sequence Number","Payload Length","Info"
"559","40.229000","00:16:00:16:00:16:00:16","00:01:00:01:00:01:00:01","6LoWPAN","209","","Data, Dst: EquipTra_01:00:01:00:01, Src: CelleBri_16:00:16:00:16"
"560","40.233936","","","IEEE 802.15.4","209","","Ack"
"561","40.242000","::216:16:16:16","::201:1:1:1","UDP","210","170","8765  >  5678 Len=154"
"562","40.246200","","","IEEE 802.15.4","210","","Ack"
"563","40.275000","00:01:00:01:00:01:00:01","00:16:00:16:00:16:00:16","6LoWPAN","49","","Data, Dst: CelleBri_16:00:16:00:16, Src: EquipTra_01:00:01:00:01"
"564","40.279936","","","IEEE 802.15.4","49","","Ack"
"565","40.293000","::201:1:1:1","::216:16:16:16","UDP","50","170","5678  >  8765 Len=154"
"566","40.297200","","","IEEE 802.15.4","50","","Ack"
"567","40.438000","::203:3:3:3","::201:1:1:1","UDP","81","23","8765  >  5678 Len=7"
"568","40.440472","","","IEEE 802.15.4","81","","Ack"
"569","40.455000","::201:1:1:1","::203:3:3:3","UDP","51","23","5678  >  8765 Len=7"
"570","40.457472","","","IEEE 802.15.4","51","","Ack"
"571","40.470000","00:15:00:15:00:15:00:15","00:02:00:02:00:02:00:02","6LoWPAN","180","","Data, Dst: NetSys_02:00:02:00:02, Src: IntelCor_15:00:15:00:15"
"572","40.474936","","","IEEE 802.15.4","180","","Ack"
"573","40.483000","::215:15:15:15","::202:2:2:2","UDP","181","141","8765  >  5678 Len=125"
"574","40.486272","","","IEEE 802.15.4","181","","Ack"
"575","40.518000","00:02:00:02:00:02:00:02","00:15:00:15:00:15:00:15","6LoWPAN","100","","Data, Dst: IntelCor_15:00:15:00:15, Src: NetSys_02:00:02:00:02"
"576","40.522936","","","IEEE 802.15.4","100","","Ack"
"577","40.521936","00:17:00:17:00:17:00:17","00:01:00:01:00:01:00:01","6LoWPAN","137","","Data, Dst: EquipTra_01:00:01:00:01, Src: ARRISGro_17:00:17:00:17"
"578","40.551000","00:02:00:02:00:02:00:02","00:15:00:15:00:15:00:15","6LoWPAN","100","","Data, Dst: IntelCor_15:00:15:00:15, Src: NetSys_02:00:02:00:02"
"579","40.551000","00:17:00:17:00:17:00:17","00:01:00:01:00:01:00:01","6LoWPAN","137","","Data, Dst: EquipTra_01:00:01:00:01, Src: ARRISGro_17:00:17:00:17"
"580","40.555936","","","IEEE 802.15.4","100","","Ack"
"581","40.580000","::202:2:2:2","::215:15:15:15","UDP","101","141","5678  >  8765 Len=125"
"582","40.583272","","","IEEE 802.15.4","101","","Ack"
"583","40.590000","00:17:00:17:00:17:00:17","00:01:00:01:00:01:00:01","6LoWPAN","137","","Data, Dst: EquipTra_01:00:01:00:01, Src: ARRISGro_17:00:17:00:17"
"584","40.594936","","","IEEE 802.15.4","137","","Ack"
"585","40.632000","00:17:00:17:00:17:00:17","00:01:00:01:00:01:00:01","6LoWPAN","138","","Data, Dst: EquipTra_01:00:01:00:01, Src: ARRISGro_17:00:17:00:17"
"586","40.636904","","","IEEE 802.15.4","138","","Ack"
"587","40.666000","::217:17:17:17","::201:1:1:1","UDP","139","235","8765  >  5678 Len=219"
"588","40.669208","","","IEEE 802.15.4","139","","Ack"
"589","40.674304","00:01:00:01:00:01:00:01","00:17:00:17:00:17:00:17","6LoWPAN","52","","Data, Dst: ARRISGro_17:00:17:00:17, Src: EquipTra_01:00:01:00:01"
"590","40.679240","","","IEEE 802.15.4","52","","Ack"
"591","40.698000","00:01:00:01:00:01:00:01","00:17:00:17:00:17:00:17","6LoWPAN","53","","Data, Dst: ARRISGro_17:00:17:00:17, Src: EquipTra_01:00:01:00:01"
"592","40.702904","","","IEEE 802.15.4","53","","Ack"
"593","40.729000","::201:1:1:1","::217:17:17:17","UDP","54","235","5678  >  8765 Len=219"
"594","40.732208","","","IEEE 802.15.4","54","","Ack"
"595","40.919000","::208:8:8:8","::202:2:2:2","UDP","238","23","8765  >  5678 Len=7"
"596","40.921472","","","IEEE 802.15.4","238","","Ack"
"597","40.936000","::202:2:2:2","::208:8:8:8","UDP","102","23","5678  >  8765 Len=7"
"598","40.938472","","","IEEE 802.15.4","102","","Ack"
"599","41.762000","::20e:e:e:e","::201:1:1:1","UDP","23","23","8765  >  5678 Len=7"
"600","41.764472","","","IEEE 802.15.4","23","","Ack"
"601","41.794000","::201:1:1:1","::20e:e:e:e","UDP","55","23","5678  >  8765 Len=7"
"602","41.796472","","","IEEE 802.15.4","55","","Ack"
"603","42.363000","::20b:b:b:b","::202:2:2:2","UDP","117","23","8765  >  5678 Len=7"
"604","42.365472","","","IEEE 802.15.4","117","","Ack"
"605","42.384000","::202:2:2:2","::20b:b:b:b","UDP","103","23","5678  >  8765 Len=7"
"606","42.386472","","","IEEE 802.15.4","103","","Ack"
"607","42.853000","fe80::20a:a:a:a","ff02::1a","ICMPv6","245","76","RPL Control (DODAG Information Object)"
"608","43.340000","fe80::204:4:4:4","ff02::1a","ICMPv6","75","76","RPL Control (DODAG Information Object)"
"609","43.893000","::212:12:12:12","::201:1:1:1","UDP","93","23","8765  >  5678 Len=7"
"610","43.895472","","","IEEE 802.15.4","93","","Ack"
"611","43.925000","::201:1:1:1","::212:12:12:12","UDP","56","23","5678  >  8765 Len=7"
"612","43.927472","","","IEEE 802.15.4","56","","Ack"
"613","44.014000","fe80::216:16:16:16","ff02::1a","ICMPv6","211","76","RPL Control (DODAG Information Object)"
"614","44.053000","::214:14:14:14","::202:2:2:2","UDP","123","23","8765  >  5678 Len=7"
"615","44.055472","","","IEEE 802.15.4","123","","Ack"
"616","44.077000","::202:2:2:2","::214:14:14:14","UDP","104","23","5678  >  8765 Len=7"
"617","44.079472","","","IEEE 802.15.4","104","","Ack"
"618","44.184000","::20c:c:c:c","::202:2:2:2","UDP","40","23","8765  >  5678 Len=7"
"619","44.186472","","","IEEE 802.15.4","40","","Ack"
"620","44.196000","::202:2:2:2","::20c:c:c:c","UDP","105","23","5678  >  8765 Len=7"
"621","44.198472","","","IEEE 802.15.4","105","","Ack"
"622","44.271000","::213:13:13:13","::201:1:1:1","UDP","232","23","8765  >  5678 Len=7"
"623","44.273472","","","IEEE 802.15.4","232","","Ack"
"624","44.304000","::201:1:1:1","::213:13:13:13","UDP","57","23","5678  >  8765 Len=7"
"625","44.306472","","","IEEE 802.15.4","57","","Ack"
"626","44.350000","fe80::209:9:9:9","ff02::1a","ICMPv6","144","76","RPL Control (DODAG Information Object)"
"627","44.466000","::210:10:10:10","::201:1:1:1","UDP","124","23","8765  >  5678 Len=7"
"628","44.468472","","","IEEE 802.15.4","124","","Ack"
"629","44.475000","::201:1:1:1","::210:10:10:10","UDP","58","23","5678  >  8765 Len=7"
"630","44.477472","","","IEEE 802.15.4","58","","Ack"
"631","45.565000","::205:5:5:5","::201:1:1:1","UDP","128","23","8765  >  5678 Len=7"
"632","45.567472","","","IEEE 802.15.4","128","","Ack"
"633","45.575000","::201:1:1:1","::205:5:5:5","UDP","59","23","5678  >  8765 Len=7"
"634","45.577472","","","IEEE 802.15.4","59","","Ack"
"635","46.104000","::211:11:11:11","::202:2:2:2","UDP","44","23","8765  >  5678 Len=7"
"636","46.106472","","","IEEE 802.15.4","44","","Ack"
"637","46.134000","::202:2:2:2","::211:11:11:11","UDP","106","23","5678  >  8765 Len=7"
"638","46.136472","","","IEEE 802.15.4","106","","Ack"
"639","46.575000","::20f:f:f:f","::202:2:2:2","UDP","5","23","8765  >  5678 Len=7"
"640","46.577472","","","IEEE 802.15.4","5","","Ack"
"641","46.588000","::202:2:2:2","::20f:f:f:f","UDP","107","23","5678  >  8765 Len=7"
"642","46.590472","","","IEEE 802.15.4","107","","Ack"
"643","47.299000","fe80::202:2:2:2","ff02::1a","ICMPv6","108","76","RPL Control (DODAG Information Object)"
"644","47.691000","::207:7:7:7","::202:2:2:2","UDP","46","23","8765  >  5678 Len=7"
"645","47.693472","","","IEEE 802.15.4","46","","Ack"
"646","47.719000","::202:2:2:2","::207:7:7:7","UDP","109","23","5678  >  8765 Len=7"
"647","47.721472","","","IEEE 802.15.4","109","","Ack"
"648","48.846000","::204:4:4:4","::202:2:2:2","UDP","76","23","8765  >  5678 Len=7"
"649","48.848472","","","IEEE 802.15.4","76","","Ack"
"650","48.865000","::202:2:2:2","::204:4:4:4","UDP","110","23","5678  >  8765 Len=7"
"651","48.867472","","","IEEE 802.15.4","110","","Ack"
"652","49.029000","::20d:d:d:d","::202:2:2:2","UDP","41","23","8765  >  5678 Len=7"
"653","49.031472","","","IEEE 802.15.4","41","","Ack"
"654","49.062000","::202:2:2:2","::20d:d:d:d","UDP","111","23","5678  >  8765 Len=7"
"655","49.064472","","","IEEE 802.15.4","111","","Ack"
"656","50.211000","::206:6:6:6","::202:2:2:2","UDP","187","23","8765  >  5678 Len=7"
"657","50.213472","","","IEEE 802.15.4","187","","Ack"
"658","50.243000","::202:2:2:2","::206:6:6:6","UDP","112","23","5678  >  8765 Len=7"
"659","50.245472","","","IEEE 802.15.4","112","","Ack"
"660","50.338000","::20a:a:a:a","::202:2:2:2","UDP","246","23","8765  >  5678 Len=7"
"661","50.340472","","","IEEE 802.15.4","246","","Ack"
"662","50.355000","::202:2:2:2","::20a:a:a:a","UDP","113","23","5678  >  8765 Len=7"
"663","50.357472","","","IEEE 802.15.4","113","","Ack"
"664","50.553000","fe80::201:1:1:1","ff02::1a","ICMPv6","60","76","RPL Control (DODAG Information Object)"
"665","50.777000","::209:9:9:9","::201:1:1:1","UDP","145","23","8765  >  5678 Len=7"
"666","50.779472","","","IEEE 802.15.4","145","","Ack"
"667","50.818000","::201:1:1:1","::209:9:9:9","UDP","61","23","5678  >  8765 Len=7"
"668","50.820472","","","IEEE 802.15.4","61","","Ack"
"669","51.250000","00:16:00:16:00:16:00:16","00:01:00:01:00:01:00:01","6LoWPAN","212","","Data, Dst: EquipTra_01:00:01:00:01, Src: CelleBri_16:00:16:00:16"
"670","51.254936","","","IEEE 802.15.4","212","","Ack"
"671","51.261000","00:16:00:16:00:16:00:16","00:01:00:01:00:01:00:01","6LoWPAN","213","","Data, Dst: EquipTra_01:00:01:00:01, Src: CelleBri_16:00:16:00:16"
"672","51.265904","","","IEEE 802.15.4","213","","Ack"
"673","51.296000","::216:16:16:16","::201:1:1:1","UDP","214","221","8765  >  5678 Len=205"
"674","51.298760","","","IEEE 802.15.4","214","","Ack"
"675","51.308000","00:01:00:01:00:01:00:01","00:16:00:16:00:16:00:16","6LoWPAN","62","","Data, Dst: CelleBri_16:00:16:00:16, Src: EquipTra_01:00:01:00:01"
"676","51.312936","","","IEEE 802.15.4","62","","Ack"
"677","51.350000","00:01:00:01:00:01:00:01","00:16:00:16:00:16:00:16","6LoWPAN","63","","Data, Dst: CelleBri_16:00:16:00:16, Src: EquipTra_01:00:01:00:01"
"678","51.354904","","","IEEE 802.15.4","63","","Ack"
"679","51.362000","::201:1:1:1","::216:16:16:16","UDP","64","221","5678  >  8765 Len=205"
"680","51.364760","","","IEEE 802.15.4","64","","Ack"
"681","51.414000","::203:3:3:3","::201:1:1:1","UDP","82","23","8765  >  5678 Len=7"
"682","51.416472","","","IEEE 802.15.4","82","","Ack"
"683","51.419568","::201:1:1:1","::203:3:3:3","UDP","65","23","5678  >  8765 Len=7"
"684","51.422040","","","IEEE 802.15.4","65","","Ack"
"685","51.458000","00:15:00:15:00:15:00:15","00:02:00:02:00:02:00:02","6LoWPAN","182","","Data, Dst: NetSys_02:00:02:00:02, Src: IntelCor_15:00:15:00:15"
"686","51.462936","","","IEEE 802.15.4","182","","Ack"
"687","51.475000","::215:15:15:15","::202:2:2:2","UDP","183","114","8765  >  5678 Len=98"
"688","51.477408","","","IEEE 802.15.4","183","","Ack"
"689","51.505000","00:17:00:17:00:17:00:17","00:01:00:01:00:01:00:01","6LoWPAN","140","","Data, Dst: EquipTra_01:00:01:00:01, Src: ARRISGro_17:00:17:00:17"
"690","51.509936","","","IEEE 802.15.4","140","","Ack"
"691","51.516000","00:02:00:02:00:02:00:02","00:15:00:15:00:15:00:15","6LoWPAN","114","","Data, Dst: IntelCor_15:00:15:00:15, Src: NetSys_02:00:02:00:02"
"692","51.520936","","","IEEE 802.15.4","114","","Ack"
"693","51.542000","::217:17:17:17","::201:1:1:1","UDP","141","117","8765  >  5678 Len=101"
"694","51.544504","","","IEEE 802.15.4","141","","Ack"
"695","51.559000","::202:2:2:2","::215:15:15:15","UDP","115","114","5678  >  8765 Len=98"
"696","51.561408","","","IEEE 802.15.4","115","","Ack"
"697","51.574000","00:01:00:01:00:01:00:01","00:17:00:17:00:17:00:17","6LoWPAN","66","","Data, Dst: ARRISGro_17:00:17:00:17, Src: EquipTra_01:00:01:00:01"
"698","51.578936","","","IEEE 802.15.4","66","","Ack"
"699","51.590000","::201:1:1:1","::217:17:17:17","UDP","67","117","5678  >  8765 Len=101"
"700","51.592504","","","IEEE 802.15.4","67","","Ack"
"701","51.917000","::208:8:8:8","::202:2:2:2","UDP","239","23","8765  >  5678 Len=7"
"702","51.919472","","","IEEE 802.15.4","239","","Ack"
"703","51.945000","::202:2:2:2","::208:8:8:8","UDP","116","23","5678  >  8765 Len=7"
"704","51.947472","","","IEEE 802.15.4","116","","Ack"
"705","52.730000","::20e:e:e:e","::201:1:1:1","UDP","24","23","8765  >  5678 Len=7"
"706","52.732472","","","IEEE 802.15.4","24","","Ack"
"707","52.752000","::201:1:1:1","::20e:e:e:e","UDP","68","23","5678  >  8765 Len=7"
"708","52.754472","","","IEEE 802.15.4","68","","Ack"
"709","53.359000","::20b:b:b:b","::202:2:2:2","UDP","118","23","8765  >  5678 Len=7"
"710","53.361472","","","IEEE 802.15.4","118","","Ack"
"711","53.392000","::202:2:2:2","::20b:b:b:b","UDP","117","23","5678  >  8765 Len=7"
"712","53.394472","","","IEEE 802.15.4","117","","Ack"
"713","53.399000","fe80::215:15:15:15","fe80::20b:b:b:b","ICMPv6","184","76","RPL Control (DODAG Information Object)"
"714","53.403200","","","IEEE 802.15.4","184","","Ack"
"715","55.182000","::20c:c:c:c","::202:2:2:2","UDP","41","23","8765  >  5678 Len=7"
"716","55.184472","","","IEEE 802.15.4","41","","Ack"
"717","55.203000","::202:2:2:2","::20c:c:c:c","UDP","118","23","5678  >  8765 Len=7"
"718","55.205472","","","IEEE 802.15.4","118","","Ack"
"719","55.469000","::210:10:10:10","::201:1:1:1","UDP","125","23","8765  >  5678 Len=7"
"720","55.471472","","","IEEE 802.15.4","125","","Ack"
"721","55.509000","::201:1:1:1","::210:10:10:10","UDP","69","23","5678  >  8765 Len=7"
"722","55.511472","","","IEEE 802.15.4","69","","Ack"
"723","56.457000","fe80::217:17:17:17","ff02::1a","ICMPv6","142","76","RPL Control (DODAG Information Object)"
"724","56.587000","::205:5:5:5","::201:1:1:1","UDP","129","23","8765  >  5678 Len=7"
"725","56.589472","","","IEEE 802.15.4","129","","Ack"
"726","56.613000","::201:1:1:1","::205:5:5:5","UDP","70","23","5678  >  8765 Len=7"
"727","56.615472","","","IEEE 802.15.4","70","","Ack"
"728","57.104000","::211:11:11:11","::202:2:2:2","UDP","45","23","8765  >  5678 Len=7"
"729","57.106472","","","IEEE 802.15.4","45","","Ack"
"730","57.123000","::202:2:2:2","::211:11:11:11","UDP","119","23","5678  >  8765 Len=7"
"731","57.125472","","","IEEE 802.15.4","119","","Ack"
"732","57.567000","::20f:f:f:f","::202:2:2:2","UDP","6","23","8765  >  5678 Len=7"
"733","57.569472","","","IEEE 802.15.4","6","","Ack"
"734","57.607000","::202:2:2:2","::20f:f:f:f","UDP","120","23","5678  >  8765 Len=7"
"735","57.609472","","","IEEE 802.15.4","120","","Ack"
"736","57.831000","fe80::207:7:7:7","ff02::1a","ICMPv6","47","76","RPL Control (DODAG Information Object)"
"737","58.143000","fe80::20d:d:d:d","ff02::1a","ICMPv6","42","76","RPL Control (DODAG Information Object)"
"738","58.701000","::207:7:7:7","::202:2:2:2","UDP","48","23","8765  >  5678 Len=7"
"739","58.703472","","","IEEE 802.15.4","48","","Ack"
"740","58.709000","::202:2:2:2","::207:7:7:7","UDP","121","23","5678  >  8765 Len=7"
"741","58.711472","","","IEEE 802.15.4","121","","Ack"
"742","59.020000","fe80::205:5:5:5","fe80::213:13:13:13","ICMPv6","130","76","RPL Control (DODAG Information Object)"
"743","59.024200","","","IEEE 802.15.4","130","","Ack"
"744","59.150000","fe80::20e:e:e:e","ff02::1a","ICMPv6","25","76","RPL Control (DODAG Information Object)"
"745","59.609000","fe80::214:14:14:14","fe80::204:4:4:4","ICMPv6","124","76","RPL Control (DODAG Information Object)"
"746","59.613200","","","IEEE 802.15.4","124","","Ack"
"747","59.830000","::204:4:4:4","::202:2:2:2","UDP","77","23","8765  >  5678 Len=7"
"748","59.832472","","","IEEE 802.15.4","77","","Ack"
"749","59.853000","::202:2:2:2","::204:4:4:4","UDP","122","23","5678  >  8765 Len=7"
"750","59.855472","","","IEEE 802.15.4","122","","Ack"
"751","59.893000","::212:12:12:12","::201:1:1:1","UDP","94","23","8765  >  5678 Len=7"
"752","59.895472","","","IEEE 802.15.4","94","","Ack"
"753","59.917000","fe80::206:6:6:6","ff02::1a","ICMPv6","188","76","RPL Control (DODAG Information Object)"
"754","59.930000","::201:1:1:1","::212:12:12:12","UDP","71","23","5678  >  8765 Len=7"
"755","59.932472","","","IEEE 802.15.4","71","","Ack"
"756","59.967000","fe80::20c:c:c:c","ff02::1a","ICMPv6","42","76","RPL Control (DODAG Information Object)"
"757","60.043000","::214:14:14:14","::202:2:2:2","UDP","125","23","8765  >  5678 Len=7"
"758","60.045472","","","IEEE 802.15.4","125","","Ack"
"759","60.049000","::20d:d:d:d","::202:2:2:2","UDP","43","23","8765  >  5678 Len=7"
"760","60.051472","","","IEEE 802.15.4","43","","Ack"
"761","60.056000","::202:2:2:2","::214:14:14:14","UDP","123","23","5678  >  8765 Len=7"
"762","60.058472","","","IEEE 802.15.4","123","","Ack"
"763","60.082000","::202:2:2:2","::20d:d:d:d","UDP","124","23","5678  >  8765 Len=7"
"764","60.084472","","","IEEE 802.15.4","124","","Ack"
"765","60.275000","::213:13:13:13","::201:1:1:1","UDP","233","23","8765  >  5678 Len=7"
"766","60.277472","","","IEEE 802.15.4","233","","Ack"
"767","60.294000","::201:1:1:1","::213:13:13:13","UDP","72","23","5678  >  8765 Len=7"
"768","60.296472","","","IEEE 802.15.4","72","","Ack"
"769","60.800000","fe80::203:3:3:3","fe80::217:17:17:17","ICMPv6","83","76","RPL Control (DODAG Information Object)"
"770","60.804200","","","IEEE 802.15.4","83","","Ack"
"771","61.091000","fe80::210:10:10:10","ff02::1a","ICMPv6","126","76","RPL Control (DODAG Information Object)"
"772","61.200000","::206:6:6:6","::202:2:2:2","UDP","189","23","8765  >  5678 Len=7"
"773","61.202472","","","IEEE 802.15.4","189","","Ack"
"774","61.224000","::202:2:2:2","::206:6:6:6","UDP","125","23","5678  >  8765 Len=7"
"775","61.226472","","","IEEE 802.15.4","125","","Ack"
"776","61.346000","::20a:a:a:a","::202:2:2:2","UDP","247","23","8765  >  5678 Len=7"
"777","61.348472","","","IEEE 802.15.4","247","","Ack"
"778","61.372000","::202:2:2:2","::20a:a:a:a","UDP","126","23","5678  >  8765 Len=7"
"779","61.374472","","","IEEE 802.15.4","126","","Ack"
"780","61.584000","fe80::205:5:5:5","ff02::1a","ICMPv6","131","76","RPL Control (DODAG Information Object)"
"781","61.813000","::209:9:9:9","::201:1:1:1","UDP","146","23","8765  >  5678 Len=7"
"782","61.815472","","","IEEE 802.15.4","146","","Ack"
"783","61.853000","::201:1:1:1","::209:9:9:9","UDP","73","23","5678  >  8765 Len=7"
"784","61.855472","","","IEEE 802.15.4","73","","Ack"
"785","62.225000","00:16:00:16:00:16:00:16","00:01:00:01:00:01:00:01","6LoWPAN","215","","Data, Dst: EquipTra_01:00:01:00:01, Src: CelleBri_16:00:16:00:16"
"786","62.229936","","","IEEE 802.15.4","215","","Ack"
"787","62.243000","00:16:00:16:00:16:00:16","00:01:00:01:00:01:00:01","6LoWPAN","216","","Data, Dst: EquipTra_01:00:01:00:01, Src: CelleBri_16:00:16:00:16"
"788","62.247904","","","IEEE 802.15.4","216","","Ack"
"789","62.255000","::216:16:16:16","::201:1:1:1","UDP","217","255","8765  >  5678 Len=239"
"790","62.258848","","","IEEE 802.15.4","217","","Ack"
"791","62.296000","00:01:00:01:00:01:00:01","00:16:00:16:00:16:00:16","6LoWPAN","74","","Data, Dst: CelleBri_16:00:16:00:16, Src: EquipTra_01:00:01:00:01"
"792","62.300936","","","IEEE 802.15.4","74","","Ack"
"793","62.323000","00:01:00:01:00:01:00:01","00:16:00:16:00:16:00:16","6LoWPAN","75","","Data, Dst: CelleBri_16:00:16:00:16, Src: EquipTra_01:00:01:00:01"
"794","62.327904","","","IEEE 802.15.4","75","","Ack"
"795","62.351000","::201:1:1:1","::216:16:16:16","UDP","76","255","5678  >  8765 Len=239"
"796","62.354848","","","IEEE 802.15.4","76","","Ack"
"797","62.411000","::203:3:3:3","::201:1:1:1","UDP","84","23","8765  >  5678 Len=7"
"798","62.413472","","","IEEE 802.15.4","84","","Ack"
"799","62.440000","::201:1:1:1","::203:3:3:3","UDP","77","23","5678  >  8765 Len=7"
"800","62.442472","","","IEEE 802.15.4","77","","Ack"
"801","62.486000","00:15:00:15:00:15:00:15","00:02:00:02:00:02:00:02","6LoWPAN","185","","Data, Dst: NetSys_02:00:02:00:02, Src: IntelCor_15:00:15:00:15"
"802","62.490936","","","IEEE 802.15.4","185","","Ack"
"803","62.494032","::215:15:15:15","::202:2:2:2","UDP","186","124","8765  >  5678 Len=108"
"804","62.496760","","","IEEE 802.15.4","186","","Ack"
"805","62.525000","00:02:00:02:00:02:00:02","00:15:00:15:00:15:00:15","6LoWPAN","127","","Data, Dst: IntelCor_15:00:15:00:15, Src: NetSys_02:00:02:00:02"
"806","62.529936","","","IEEE 802.15.4","127","","Ack"
"807","62.536000","00:17:00:17:00:17:00:17","00:01:00:01:00:01:00:01","6LoWPAN","143","","Data, Dst: EquipTra_01:00:01:00:01, Src: ARRISGro_17:00:17:00:17"
"808","62.540936","","","IEEE 802.15.4","143","","Ack"
"809","62.540936","::202:2:2:2","::215:15:15:15","UDP","128","124","5678  >  8765 Len=108"
"810","62.568000","00:02:00:02:00:02:00:02","00:15:00:15:00:15:00:15","6LoWPAN","128","","Data, Dst: IntelCor_15:00:15:00:15, Src: NetSys_02:00:02:00:02"
"811","62.570728","","","IEEE 802.15.4","128","","Ack"
"812","62.581000","00:17:00:17:00:17:00:17","00:01:00:01:00:01:00:01","6LoWPAN","143","","Data, Dst: EquipTra_01:00:01:00:01, Src: ARRISGro_17:00:17:00:17"
"813","62.585936","","","IEEE 802.15.4","143","","Ack"
"814","62.589000","::217:17:17:17","::201:1:1:1","UDP","144","167","8765  >  5678 Len=151"
"815","62.593104","","","IEEE 802.15.4","144","","Ack"
"816","62.605000","00:01:00:01:00:01:00:01","00:17:00:17:00:17:00:17","6LoWPAN","78","","Data, Dst: ARRISGro_17:00:17:00:17, Src: EquipTra_01:00:01:00:01"
"817","62.609936","","","IEEE 802.15.4","78","","Ack"
"818","62.623000","::201:1:1:1","::217:17:17:17","UDP","79","167","5678  >  8765 Len=151"
"819","62.627104","","","IEEE 802.15.4","79","","Ack"
"820","62.937000","::208:8:8:8","::202:2:2:2","UDP","240","23","8765  >  5678 Len=7"
"821","62.939472","","","IEEE 802.15.4","240","","Ack"
"822","62.977000","::202:2:2:2","::208:8:8:8","UDP","129","23","5678  >  8765 Len=7"
"823","62.979472","","","IEEE 802.15.4","129","","Ack"
"824","63.739000","::20e:e:e:e","::201:1:1:1","UDP","26","23","8765  >  5678 Len=7"
"825","63.741472","","","IEEE 802.15.4","26","","Ack"
"826","63.763000","::201:1:1:1","::20e:e:e:e","UDP","80","23","5678  >  8765 Len=7"
"827","63.765472","","","IEEE 802.15.4","80","","Ack"
"828","64.155000","fe80::213:13:13:13","fe80::205:5:5:5","ICMPv6","234","76","RPL Control (DODAG Information Object)"
"829","64.159200","","","IEEE 802.15.4","234","","Ack"
"830","64.382000","::20b:b:b:b","::202:2:2:2","UDP","119","23","8765  >  5678 Len=7"
"831","64.384472","","","IEEE 802.15.4","119","","Ack"
"832","64.396000","fe80::213:13:13:13","ff02::1a","ICMPv6","235","76","RPL Control (DODAG Information Object)"
"833","64.406000","::202:2:2:2","::20b:b:b:b","UDP","130","23","5678  >  8765 Len=7"
"834","64.408472","","","IEEE 802.15.4","130","","Ack"
"835","64.493000","fe80::20b:b:b:b","fe80::215:15:15:15","ICMPv6","120","76","RPL Control (DODAG Information Object)"
"836","64.497200","","","IEEE 802.15.4","120","","Ack"
"837","64.500000","fe80::212:12:12:12","ff02::1a","ICMPv6","95","76","RPL Control (DODAG Information Object)"
"838","65.718000","fe80::216:16:16:16","fe80::213:13:13:13","ICMPv6","218","76","RPL Control (DODAG Information Object)"
"839","65.722200","","","IEEE 802.15.4","218","","Ack"
"840","65.723296","fe80::20b:b:b:b","ff02::1a","ICMPv6","121","76","RPL Control (DODAG Information Object)"
"841","66.179000","::20c:c:c:c","::202:2:2:2","UDP","43","23","8765  >  5678 Len=7"
"842","66.181472","","","IEEE 802.15.4","43","","Ack"
"843","66.212000","::202:2:2:2","::20c:c:c:c","UDP","131","23","5678  >  8765 Len=7"
"844","66.214472","","","IEEE 802.15.4","131","","Ack"
"845","66.436000","::210:10:10:10","::201:1:1:1","UDP","127","23","8765  >  5678 Len=7"
"846","66.438472","","","IEEE 802.15.4","127","","Ack"
"847","66.458000","::201:1:1:1","::210:10:10:10","UDP","81","23","5678  >  8765 Len=7"
"848","66.460472","","","IEEE 802.15.4","81","","Ack"
"849","66.528000","fe80::214:14:14:14","ff02::1a","ICMPv6","126","76","RPL Control (DODAG Information Object)"
"850","67.585000","::205:5:5:5","::201:1:1:1","UDP","132","23","8765  >  5678 Len=7"
"851","67.587472","","","IEEE 802.15.4","132","","Ack"
"852","67.617000","::201:1:1:1","::205:5:5:5","UDP","82","23","5678  >  8765 Len=7"
"853","67.619472","","","IEEE 802.15.4","82","","Ack"
"854","67.776000","fe80::215:15:15:15","ff02::1a","ICMPv6","187","76","RPL Control (DODAG Information Object)"
"855","67.896000","fe80::20f:f:f:f","ff02::1a","ICMPv6","7","76","RPL Control (DODAG Information Object)"
"856","68.091000","::211:11:11:11","::202:2:2:2","UDP","46","23","8765  >  5678 Len=7"
"857","68.093472","","","IEEE 802.15.4","46","","Ack"
"858","68.126000","::202:2:2:2","::211:11:11:11","UDP","132","23","5678  >  8765 Len=7"
"859","68.128472","","","IEEE 802.15.4","132","","Ack"
"860","68.143000","fe80::209:9:9:9","ff02::1a","ICMPv6","147","76","RPL Control (DODAG Information Object)"
"861","68.548000","::20f:f:f:f","::202:2:2:2","UDP","8","23","8765  >  5678 Len=7"
"862","68.550472","","","IEEE 802.15.4","8","","Ack"
"863","68.578000","::202:2:2:2","::20f:f:f:f","UDP","133","23","5678  >  8765 Len=7"
"864","68.580472","","","IEEE 802.15.4","133","","Ack"
"865","69.685000","::207:7:7:7","::202:2:2:2","UDP","49","23","8765  >  5678 Len=7"
"866","69.687472","","","IEEE 802.15.4","49","","Ack"
"867","69.713000","::202:2:2:2","::207:7:7:7","UDP","134","23","5678  >  8765 Len=7"
"868","69.715472","","","IEEE 802.15.4","134","","Ack"
"869","70.592000","fe80::208:8:8:8","ff02::1a","ICMPv6","241","76","RPL Control (DODAG Information Object)"
"870","70.837000","::204:4:4:4","::202:2:2:2","UDP","78","23","8765  >  5678 Len=7"
"871","70.839472","","","IEEE 802.15.4","78","","Ack"
"872","70.869000","::202:2:2:2","::204:4:4:4","UDP","135","23","5678  >  8765 Len=7"
