"No.","Time","Source","Destination","Protocol","Sequence Number","Payload Length","Info"
"316","41.155000","::205:5:5:5","::201:1:1:1","UDP","125","23","8765  >  5678 Len=7"
"317","41.157728","","","IEEE 802.15.4","125","","Ack"
"318","41.196000","::205:5:5:5","::201:1:1:1","UDP","88","23","8765  >  5678 Len=7"
"319","41.198760","","","IEEE 802.15.4","88","","Ack"
"320","41.213000","::201:1:1:1","::205:5:5:5","UDP","48","31","5678  >  8765 Len=7"
"321","41.215728","","","IEEE 802.15.4","48","","Ack"
"322","41.224000","::201:1:1:1","::205:5:5:5","UDP","89","31","5678  >  8765 Len=7"
"323","41.227016","","","IEEE 802.15.4","89","","Ack"
"324","42.760000","::207:7:7:7","::201:1:1:1","UDP","41","23","8765  >  5678 Len=7"
"325","42.762728","","","IEEE 802.15.4","41","","Ack"
"326","42.799000","::207:7:7:7","::201:1:1:1","UDP","241","23","8765  >  5678 Len=7"
"327","42.801760","","","IEEE 802.15.4","241","","Ack"
"328","42.830000","::201:1:1:1","::207:7:7:7","UDP","49","31","5678  >  8765 Len=7"
"329","42.832728","","","IEEE 802.15.4","49","","Ack"
"330","42.855000","fe80::206:6:6:6","ff02::1a","ICMPv6","186","76","RPL Control (DODAG Information Object)"
"331","42.875000","::201:1:1:1","::207:7:7:7","UDP","242","31","5678  >  8765 Len=7"
"332","42.878016","","","IEEE 802.15.4","242","","Ack"
"333","44.232000","::202:2:2:2","::201:1:1:1","UDP","90","23","8765  >  5678 Len=7"
"334","44.234472","","","IEEE 802.15.4","90","","Ack"
"335","44.264000","fe80::207:7:7:7","ff02::1a","ICMPv6","42","76","RPL Control (DODAG Information Object)"
"336","44.266000","::201:1:1:1","::202:2:2:2","UDP","50","23","5678  >  8765 Len=7"
"337","44.285000","::201:1:1:1","::202:2:2:2","UDP","50","23","5678  >  8765 Len=7"
"338","44.287472","","","IEEE 802.15.4","50","","Ack"
"339","44.460000","::204:4:4:4","::201:1:1:1","UDP","74","23","8765  >  5678 Len=7"
"340","44.462728","","","IEEE 802.15.4","74","","Ack"
"341","44.499000","::204:4:4:4","::201:1:1:1","UDP","91","23","8765  >  5678 Len=7"
"342","44.501760","","","IEEE 802.15.4","91","","Ack"
"343","44.517000","::201:1:1:1","::204:4:4:4","UDP","51","31","5678  >  8765 Len=7"
"344","44.519728","","","IEEE 802.15.4","51","","Ack"
"345","44.553000","::201:1:1:1","::204:4:4:4","UDP","92","31","5678  >  8765 Len=7"
"346","44.556016","","","IEEE 802.15.4","92","","Ack"
"347","44.570000","fe80::208:8:8:8","ff02::1a","ICMPv6","243","76","RPL Control (DODAG Information Object)"
"348","44.808000","::209:9:9:9","::201:1:1:1","UDP","145","23","8765  >  5678 Len=7"
"349","44.810472","","","IEEE 802.15.4","145","","Ack"
"350","44.841000","::201:1:1:1","::209:9:9:9","UDP","52","23","5678  >  8765 Len=7"
"351","44.843472","","","IEEE 802.15.4","52","","Ack"
"352","46.525000","::206:6:6:6","::201:1:1:1","UDP","187","23","8765  >  5678 Len=7"
"353","46.527728","","","IEEE 802.15.4","187","","Ack"
"354","46.567000","::206:6:6:6","::201:1:1:1","UDP","93","23","8765  >  5678 Len=7"
"355","46.569760","","","IEEE 802.15.4","93","","Ack"
"356","46.600000","::201:1:1:1","::206:6:6:6","UDP","53","31","5678  >  8765 Len=7"
"357","46.602728","","","IEEE 802.15.4","53","","Ack"
"358","46.626000","::201:1:1:1","::206:6:6:6","UDP","94","31","5678  >  8765 Len=7"
"359","46.629016","","","IEEE 802.15.4","94","","Ack"
"360","47.008000","::20a:a:a:a","::201:1:1:1","UDP","246","23","8765  >  5678 Len=7"
"361","47.010472","","","IEEE 802.15.4","246","","Ack"
"362","47.013568","::201:1:1:1","::20a:a:a:a","UDP","54","23","5678  >  8765 Len=7"
"363","47.016040","","","IEEE 802.15.4","54","","Ack"
"364","47.253000","::203:3:3:3","::201:1:1:1","UDP","82","23","8765  >  5678 Len=7"
"365","47.255472","","","IEEE 802.15.4","82","","Ack"
"366","47.276000","::201:1:1:1","::203:3:3:3","UDP","55","23","5678  >  8765 Len=7"
"367","47.278472","","","IEEE 802.15.4","55","","Ack"
"368","47.491000","::208:8:8:8","::201:1:1:1","UDP","244","23","8765  >  5678 Len=7"
"369","47.493472","","","IEEE 802.15.4","244","","Ack"
"370","47.499000","::201:1:1:1","::208:8:8:8","UDP","56","23","5678  >  8765 Len=7"
"371","47.501472","","","IEEE 802.15.4","56","","Ack"
"372","47.911000","fe80::204:4:4:4","ff02::1a","ICMPv6","75","76","RPL Control (DODAG Information Object)"
"373","48.292000","::20b:b:b:b","::201:1:1:1","UDP","117","23","8765  >  5678 Len=7"
"374","48.294728","","","IEEE 802.15.4","117","","Ack"
"375","48.328000","::20b:b:b:b","::201:1:1:1","UDP","95","23","8765  >  5678 Len=7"
"376","48.330760","","","IEEE 802.15.4","95","","Ack"
"377","48.363000","::201:1:1:1","::20b:b:b:b","UDP","57","31","5678  >  8765 Len=7"
"378","48.365728","","","IEEE 802.15.4","57","","Ack"
"379","48.402000","::201:1:1:1","::20b:b:b:b","UDP","96","31","5678  >  8765 Len=7"
"380","48.405016","","","IEEE 802.15.4","96","","Ack"
"381","49.331000","fe80::20b:b:b:b","ff02::1a","ICMPv6","118","76","RPL Control (DODAG Information Object)"
"382","49.963000","fe80::205:5:5:5","ff02::1a","ICMPv6","126","76","RPL Control (DODAG Information Object)"
"383","50.734000","fe80::201:1:1:1","ff02::1a","ICMPv6","58","76","RPL Control (DODAG Information Object)"
"384","50.934000","::205:5:5:5","::201:1:1:1","UDP","127","23","8765  >  5678 Len=7"
"385","50.936728","","","IEEE 802.15.4","127","","Ack"
"386","50.942000","::205:5:5:5","::201:1:1:1","UDP","97","23","8765  >  5678 Len=7"
"387","50.944760","","","IEEE 802.15.4","97","","Ack"
"388","50.973000","::201:1:1:1","::205:5:5:5","UDP","59","31","5678  >  8765 Len=7"
"389","50.975728","","","IEEE 802.15.4","59","","Ack"
"390","50.986000","::201:1:1:1","::205:5:5:5","UDP","98","31","5678  >  8765 Len=7"
"391","50.989016","","","IEEE 802.15.4","98","","Ack"
"392","51.265000","::20c:c:c:c","::201:1:1:1","UDP","42","23","8765  >  5678 Len=7"
"393","51.267472","","","IEEE 802.15.4","42","","Ack"
"394","51.283000","::201:1:1:1","::20c:c:c:c","UDP","60","23","5678  >  8765 Len=7"
"395","51.285472","","","IEEE 802.15.4","60","","Ack"
"396","51.816000","::207:7:7:7","::201:1:1:1","UDP","43","23","8765  >  5678 Len=7"
"397","51.818728","","","IEEE 802.15.4","43","","Ack"
"398","51.821824","::207:7:7:7","::201:1:1:1","UDP","245","23","8765  >  5678 Len=7"
"399","51.824584","","","IEEE 802.15.4","245","","Ack"
"400","51.830000","::201:1:1:1","::207:7:7:7","UDP","61","31","5678  >  8765 Len=7"
"401","51.832728","","","IEEE 802.15.4","61","","Ack"
"402","51.852000","::201:1:1:1","::207:7:7:7","UDP","246","31","5678  >  8765 Len=7"
"403","51.855016","","","IEEE 802.15.4","246","","Ack"
"404","53.585000","fe80::202:2:2:2","fe80::203:3:3:3","ICMPv6","99","76","RPL Control (DODAG Information Object)"
"405","53.589200","","","IEEE 802.15.4","99","","Ack"
"406","54.160000","::202:2:2:2","::201:1:1:1","UDP","100","23","8765  >  5678 Len=7"
"407","54.162472","","","IEEE 802.15.4","100","","Ack"
"408","54.176000","::201:1:1:1","::202:2:2:2","UDP","62","23","5678  >  8765 Len=7"
"409","54.178472","","","IEEE 802.15.4","62","","Ack"
"410","54.603000","::204:4:4:4","::201:1:1:1","UDP","76","23","8765  >  5678 Len=7"
"411","54.605728","","","IEEE 802.15.4","76","","Ack"
"412","54.628000","::204:4:4:4","::201:1:1:1","UDP","101","23","8765  >  5678 Len=7"
"413","54.630760","","","IEEE 802.15.4","101","","Ack"
"414","54.651000","::201:1:1:1","::204:4:4:4","UDP","63","31","5678  >  8765 Len=7"
"415","54.653728","","","IEEE 802.15.4","63","","Ack"
"416","54.673000","::201:1:1:1","::204:4:4:4","UDP","102","31","5678  >  8765 Len=7"
"417","54.676016","","","IEEE 802.15.4","102","","Ack"
"418","54.688000","::209:9:9:9","::201:1:1:1","UDP","146","23","8765  >  5678 Len=7"
"419","54.690472","","","IEEE 802.15.4","146","","Ack"
"420","54.718000","::201:1:1:1","::209:9:9:9","UDP","64","23","5678  >  8765 Len=7"
"421","54.720472","","","IEEE 802.15.4","64","","Ack"
"422","56.341000","fe80::209:9:9:9","ff02::1a","ICMPv6","147","76","RPL Control (DODAG Information Object)"
"423","56.474000","::206:6:6:6","::201:1:1:1","UDP","188","23","8765  >  5678 Len=7"
"424","56.476728","","","IEEE 802.15.4","188","","Ack"
"425","56.485000","::206:6:6:6","::201:1:1:1","UDP","103","23","8765  >  5678 Len=7"
"426","56.487760","","","IEEE 802.15.4","103","","Ack"
"427","56.501000","::201:1:1:1","::206:6:6:6","UDP","65","31","5678  >  8765 Len=7"
"428","56.503728","","","IEEE 802.15.4","65","","Ack"
"429","56.541000","::201:1:1:1","::206:6:6:6","UDP","104","31","5678  >  8765 Len=7"
"430","56.544016","","","IEEE 802.15.4","104","","Ack"
"431","56.554000","::20a:a:a:a","::201:1:1:1","UDP","247","23","8765  >  5678 Len=7"
"432","56.556472","","","IEEE 802.15.4","247","","Ack"
"433","56.580000","::201:1:1:1","::20a:a:a:a","UDP","66","23","5678  >  8765 Len=7"
"434","56.582472","","","IEEE 802.15.4","66","","Ack"
"435","56.845000","::203:3:3:3","::201:1:1:1","UDP","83","23","8765  >  5678 Len=7"
"436","56.847472","","","IEEE 802.15.4","83","","Ack"
"437","56.859000","::201:1:1:1","::203:3:3:3","UDP","67","23","5678  >  8765 Len=7"
"438","56.861472","","","IEEE 802.15.4","67","","Ack"
"439","57.418000","fe80::202:2:2:2","ff02::1a","ICMPv6","105","76","RPL Control (DODAG Information Object)"
"440","57.491000","fe80::207:7:7:7","ff02::1a","ICMPv6","44","76","RPL Control (DODAG Information Object)"
"441","57.852000","::208:8:8:8","::201:1:1:1","UDP","247","23","8765  >  5678 Len=7"
"442","57.854472","","","IEEE 802.15.4","247","","Ack"
"443","57.866000","::201:1:1:1","::208:8:8:8","UDP","68","23","5678  >  8765 Len=7"
"444","57.868472","","","IEEE 802.15.4","68","","Ack"
"445","58.127000","::20b:b:b:b","::201:1:1:1","UDP","119","23","8765  >  5678 Len=7"
"446","58.129728","","","IEEE 802.15.4","119","","Ack"
"447","58.149000","::20b:b:b:b","::201:1:1:1","UDP","106","23","8765  >  5678 Len=7"
"448","58.151760","","","IEEE 802.15.4","106","","Ack"
"449","58.165000","::201:1:1:1","::20b:b:b:b","UDP","69","31","5678  >  8765 Len=7"
"450","58.167728","","","IEEE 802.15.4","69","","Ack"
"451","58.210000","::201:1:1:1","::20b:b:b:b","UDP","107","31","5678  >  8765 Len=7"
"452","58.213016","","","IEEE 802.15.4","107","","Ack"
"453","61.596000","::205:5:5:5","::201:1:1:1","UDP","128","23","8765  >  5678 Len=7"
"454","61.598728","","","IEEE 802.15.4","128","","Ack"
"455","61.602000","::205:5:5:5","::201:1:1:1","UDP","108","23","8765  >  5678 Len=7"
"456","61.604760","","","IEEE 802.15.4","108","","Ack"
"457","61.615000","::207:7:7:7","::201:1:1:1","UDP","45","23","8765  >  5678 Len=7"
"458","61.617728","","","IEEE 802.15.4","45","","Ack"
"459","61.634000","::201:1:1:1","::205:5:5:5","UDP","70","31","5678  >  8765 Len=7"
"460","61.636728","","","IEEE 802.15.4","70","","Ack"
"461","61.646000","::207:7:7:7","::201:1:1:1","UDP","248","23","8765  >  5678 Len=7"
"462","61.648760","","","IEEE 802.15.4","248","","Ack"
"463","61.657000","::201:1:1:1","::205:5:5:5","UDP","109","31","5678  >  8765 Len=7"
"464","61.660016","","","IEEE 802.15.4","109","","Ack"
"465","61.661112","::201:1:1:1","::207:7:7:7","UDP","71","31","5678  >  8765 Len=7"
"466","61.663840","","","IEEE 802.15.4","71","","Ack"
"467","61.669000","::201:1:1:1","::207:7:7:7","UDP","249","31","5678  >  8765 Len=7"
"468","61.672016","","","IEEE 802.15.4","249","","Ack"
"469","61.741000","::20c:c:c:c","::201:1:1:1","UDP","43","23","8765  >  5678 Len=7"
"470","61.743472","","","IEEE 802.15.4","43","","Ack"
"471","61.756000","::201:1:1:1","::20c:c:c:c","UDP","72","23","5678  >  8765 Len=7"
"472","61.758472","","","IEEE 802.15.4","72","","Ack"
"473","64.538000","fe80::204:4:4:4","fe80::208:8:8:8","ICMPv6","77","76","RPL Control (DODAG Information Object)"
"474","64.542200","","","IEEE 802.15.4","77","","Ack"
"475","64.690000","::204:4:4:4","::201:1:1:1","UDP","78","23","8765  >  5678 Len=7"
"476","64.692728","","","IEEE 802.15.4","78","","Ack"
"477","64.702000","::204:4:4:4","::201:1:1:1","UDP","110","23","8765  >  5678 Len=7"
"478","64.704760","","","IEEE 802.15.4","110","","Ack"
"479","64.730000","::201:1:1:1","::204:4:4:4","UDP","73","31","5678  >  8765 Len=7"
"480","64.732728","","","IEEE 802.15.4","73","","Ack"
"481","64.743000","::201:1:1:1","::204:4:4:4","UDP","111","31","5678  >  8765 Len=7"
"482","64.746016","","","IEEE 802.15.4","111","","Ack"
"483","64.976000","::202:2:2:2","::201:1:1:1","UDP","112","23","8765  >  5678 Len=7"
"484","64.978472","","","IEEE 802.15.4","112","","Ack"
"485","64.996000","::201:1:1:1","::202:2:2:2","UDP","74","23","5678  >  8765 Len=7"
"486","64.998472","","","IEEE 802.15.4","74","","Ack"
"487","65.337000","::209:9:9:9","::201:1:1:1","UDP","148","23","8765  >  5678 Len=7"
"488","65.339472","","","IEEE 802.15.4","148","","Ack"
"489","65.359000","::201:1:1:1","::209:9:9:9","UDP","75","23","5678  >  8765 Len=7"
"490","65.361472","","","IEEE 802.15.4","75","","Ack"
"491","65.766000","fe80::20c:c:c:c","ff02::1a","ICMPv6","44","76","RPL Control (DODAG Information Object)"
"492","67.113000","::206:6:6:6","::201:1:1:1","UDP","189","23","8765  >  5678 Len=7"
"493","67.115728","","","IEEE 802.15.4","189","","Ack"
"494","67.132000","::206:6:6:6","::201:1:1:1","UDP","113","23","8765  >  5678 Len=7"
"495","67.134760","","","IEEE 802.15.4","113","","Ack"
"496","67.168000","::201:1:1:1","::206:6:6:6","UDP","76","31","5678  >  8765 Len=7"
"497","67.170728","","","IEEE 802.15.4","76","","Ack"
"498","67.210000","::201:1:1:1","::206:6:6:6","UDP","114","31","5678  >  8765 Len=7"
"499","67.213016","","","IEEE 802.15.4","114","","Ack"
"500","67.404000","::203:3:3:3","::201:1:1:1","UDP","84","23","8765  >  5678 Len=7"
"501","67.406472","","","IEEE 802.15.4","84","","Ack"
"502","67.410000","::201:1:1:1","::203:3:3:3","UDP","77","23","5678  >  8765 Len=7"
"503","67.412472","","","IEEE 802.15.4","77","","Ack"
"504","67.427000","::20a:a:a:a","::201:1:1:1","UDP","248","23","8765  >  5678 Len=7"
"505","67.429472","","","IEEE 802.15.4","248","","Ack"
"506","67.459000","::201:1:1:1","::20a:a:a:a","UDP","78","23","5678  >  8765 Len=7"
"507","67.461472","","","IEEE 802.15.4","78","","Ack"
"508","67.906000","::208:8:8:8","::201:1:1:1","UDP","250","23","8765  >  5678 Len=7"
"509","67.908472","","","IEEE 802.15.4","250","","Ack"
"510","67.915000","::201:1:1:1","::208:8:8:8","UDP","79","23","5678  >  8765 Len=7"
"511","67.917472","","","IEEE 802.15.4","79","","Ack"
"512","68.898000","::20b:b:b:b","::201:1:1:1","UDP","120","23","8765  >  5678 Len=7"
"513","68.900728","","","IEEE 802.15.4","120","","Ack"
"514","68.941000","::20b:b:b:b","::201:1:1:1","UDP","115","23","8765  >  5678 Len=7"
"515","68.943760","","","IEEE 802.15.4","115","","Ack"
"516","68.960000","::201:1:1:1","::20b:b:b:b","UDP","80","31","5678  >  8765 Len=7"
"517","68.962728","","","IEEE 802.15.4","80","","Ack"
"518","68.966000","::201:1:1:1","::20b:b:b:b","UDP","116","31","5678  >  8765 Len=7"
"519","68.969016","","","IEEE 802.15.4","116","","Ack"
"520","71.207000","::207:7:7:7","::201:1:1:1","UDP","46","23","8765  >  5678 Len=7"
"521","71.209728","","","IEEE 802.15.4","46","","Ack"
"522","71.231000","::207:7:7:7","::201:1:1:1","UDP","251","23","8765  >  5678 Len=7"
"523","71.233760","","","IEEE 802.15.4","251","","Ack"
"524","71.251000","::201:1:1:1","::207:7:7:7","UDP","81","31","5678  >  8765 Len=7"
"525","71.253728","","","IEEE 802.15.4","81","","Ack"
"526","71.271000","::201:1:1:1","::207:7:7:7","UDP","252","31","5678  >  8765 Len=7"
"527","71.274016","","","IEEE 802.15.4","252","","Ack"
"528","71.581000","fe80::208:8:8:8","ff02::1a","ICMPv6","253","76","RPL Control (DODAG Information Object)"
"529","71.676000","::205:5:5:5","::201:1:1:1","UDP","129","23","8765  >  5678 Len=7"
"530","71.678728","","","IEEE 802.15.4","129","","Ack"
"531","71.709000","::205:5:5:5","::201:1:1:1","UDP","117","23","8765  >  5678 Len=7"
"532","71.711760","","","IEEE 802.15.4","117","","Ack"
"533","71.716000","::201:1:1:1","::205:5:5:5","UDP","82","31","5678  >  8765 Len=7"
"534","71.718728","","","IEEE 802.15.4","82","","Ack"
"535","71.732000","::201:1:1:1","::205:5:5:5","UDP","118","31","5678  >  8765 Len=7"
"536","71.735016","","","IEEE 802.15.4","118","","Ack"
"537","72.211000","fe80::203:3:3:3","ff02::1a","ICMPv6","85","76","RPL Control (DODAG Information Object)"
"538","72.263000","::20c:c:c:c","::201:1:1:1","UDP","45","23","8765  >  5678 Len=7"
"539","72.265472","","","IEEE 802.15.4","45","","Ack"
"540","72.276000","::201:1:1:1","::20c:c:c:c","UDP","83","23","5678  >  8765 Len=7"
"541","72.278472","","","IEEE 802.15.4","83","","Ack"
"542","72.599000","fe80::20b:b:b:b","ff02::1a","ICMPv6","121","76","RPL Control (DODAG Information Object)"
"543","73.190000","fe80::20a:a:a:a","ff02::1a","ICMPv6","249","76","RPL Control (DODAG Information Object)"
"544","73.736000","fe80::208:8:8:8","fe80::20c:c:c:c","ICMPv6","254","76","RPL Control (DODAG Information Object)"
"545","73.740200","","","IEEE 802.15.4","254","","Ack"
"546","73.756000","::204:4:4:4","::201:1:1:1","UDP","79","23","8765  >  5678 Len=7"
"547","73.758728","","","IEEE 802.15.4","79","","Ack"
"548","73.794000","::204:4:4:4","::201:1:1:1","UDP","119","23","8765  >  5678 Len=7"
"549","73.796760","","","IEEE 802.15.4","119","","Ack"
"550","73.822000","::201:1:1:1","::204:4:4:4","UDP","84","31","5678  >  8765 Len=7"
"551","73.824728","","","IEEE 802.15.4","84","","Ack"
"552","73.833000","::201:1:1:1","::204:4:4:4","UDP","120","31","5678  >  8765 Len=7"
"553","73.836016","","","IEEE 802.15.4","120","","Ack"
"554","74.290000","fe80::204:4:4:4","ff02::1a","ICMPv6","80","76","RPL Control (DODAG Information Object)"
"555","75.613000","::202:2:2:2","::201:1:1:1","UDP","121","23","8765  >  5678 Len=7"
"556","75.615472","","","IEEE 802.15.4","121","","Ack"
"557","75.651000","::201:1:1:1","::202:2:2:2","UDP","85","23","5678  >  8765 Len=7"
"558","75.653472","","","IEEE 802.15.4","85","","Ack"
"559","76.078000","::209:9:9:9","::201:1:1:1","UDP","149","23","8765  >  5678 Len=7"
"560","76.080472","","","IEEE 802.15.4","149","","Ack"
"561","76.094000","::201:1:1:1","::209:9:9:9","UDP","86","23","5678  >  8765 Len=7"
"562","76.096472","","","IEEE 802.15.4","86","","Ack"
"563","76.310000","::206:6:6:6","::201:1:1:1","UDP","190","23","8765  >  5678 Len=7"
"564","76.312728","","","IEEE 802.15.4","190","","Ack"
"565","76.346000","::206:6:6:6","::201:1:1:1","UDP","122","23","8765  >  5678 Len=7"
"566","76.348760","","","IEEE 802.15.4","122","","Ack"
"567","76.358000","::201:1:1:1","::206:6:6:6","UDP","87","31","5678  >  8765 Len=7"
"568","76.360728","","","IEEE 802.15.4","87","","Ack"
"569","76.396000","::201:1:1:1","::206:6:6:6","UDP","123","31","5678  >  8765 Len=7"
"570","76.399016","","","IEEE 802.15.4","123","","Ack"
"571","76.765000","::20a:a:a:a","::201:1:1:1","UDP","250","23","8765  >  5678 Len=7"
"572","76.767472","","","IEEE 802.15.4","250","","Ack"
"573","76.790000","::201:1:1:1","::20a:a:a:a","UDP","88","23","5678  >  8765 Len=7"
"574","76.792472","","","IEEE 802.15.4","88","","Ack"
"575","77.358000","fe80::206:6:6:6","ff02::1a","ICMPv6","191","76","RPL Control (DODAG Information Object)"
"576","77.926000","::208:8:8:8","::201:1:1:1","UDP","255","23","8765  >  5678 Len=7"
"577","77.928472","","","IEEE 802.15.4","255","","Ack"
"578","77.931568","::201:1:1:1","::208:8:8:8","UDP","89","23","5678  >  8765 Len=7"
"579","77.934040","","","IEEE 802.15.4","89","","Ack"
"580","78.010000","::203:3:3:3","::201:1:1:1","UDP","86","23","8765  >  5678 Len=7"
"581","78.012472","","","IEEE 802.15.4","86","","Ack"
"582","78.016000","::201:1:1:1","::203:3:3:3","UDP","90","23","5678  >  8765 Len=7"
"583","78.018472","","","IEEE 802.15.4","90","","Ack"
"584","79.643000","fe80::209:9:9:9","fe80::20c:c:c:c","ICMPv6","150","76","RPL Control (DODAG Information Object)"
"585","79.647200","","","IEEE 802.15.4","150","","Ack"
"586","79.813000","::20b:b:b:b","::201:1:1:1","UDP","122","23","8765  >  5678 Len=7"
"587","79.815728","","","IEEE 802.15.4","122","","Ack"
"588","79.821000","::20b:b:b:b","::201:1:1:1","UDP","124","23","8765  >  5678 Len=7"
"589","79.823760","","","IEEE 802.15.4","124","","Ack"
"590","79.865000","::201:1:1:1","::20b:b:b:b","UDP","91","31","5678  >  8765 Len=7"
"591","79.867728","","","IEEE 802.15.4","91","","Ack"
"592","79.900000","::201:1:1:1","::20b:b:b:b","UDP","125","31","5678  >  8765 Len=7"
"593","79.903016","","","IEEE 802.15.4","125","","Ack"
"594","81.726000","::207:7:7:7","::201:1:1:1","UDP","47","23","8765  >  5678 Len=7"
"595","81.728728","","","IEEE 802.15.4","47","","Ack"
"596","81.753000","::207:7:7:7","::201:1:1:1","UDP","0","23","8765  >  5678 Len=7"
"597","81.755760","","","IEEE 802.15.4","0","","Ack"
"598","81.785000","::201:1:1:1","::207:7:7:7","UDP","92","31","5678  >  8765 Len=7"
"599","81.787728","","","IEEE 802.15.4","92","","Ack"
"600","81.805000","::201:1:1:1","::207:7:7:7","UDP","1","31","5678  >  8765 Len=7"
"601","81.808016","","","IEEE 802.15.4","1","","Ack"
"602","82.033000","::205:5:5:5","::201:1:1:1","UDP","130","23","8765  >  5678 Len=7"
"603","82.035728","","","IEEE 802.15.4","130","","Ack"
"604","82.056000","::205:5:5:5","::201:1:1:1","UDP","126","23","8765  >  5678 Len=7"
"605","82.058760","","","IEEE 802.15.4","126","","Ack"
"606","82.069000","::201:1:1:1","::205:5:5:5","UDP","93","31","5678  >  8765 Len=7"
"607","82.071728","","","IEEE 802.15.4","93","","Ack"
"608","82.114000","::201:1:1:1","::205:5:5:5","UDP","127","31","5678  >  8765 Len=7"
"609","82.117016","","","IEEE 802.15.4","127","","Ack"
"610","82.708000","::20c:c:c:c","::201:1:1:1","UDP","46","23","8765  >  5678 Len=7"
"611","82.710472","","","IEEE 802.15.4","46","","Ack"
"612","82.729000","::201:1:1:1","::20c:c:c:c","UDP","94","23","5678  >  8765 Len=7"
"613","82.731472","","","IEEE 802.15.4","94","","Ack"
"614","84.465000","::204:4:4:4","::201:1:1:1","UDP","81","23","8765  >  5678 Len=7"
"615","84.467728","","","IEEE 802.15.4","81","","Ack"
"616","84.485000","::204:4:4:4","::201:1:1:1","UDP","128","23","8765  >  5678 Len=7"
"617","84.487760","","","IEEE 802.15.4","128","","Ack"
"618","84.521000","::201:1:1:1","::204:4:4:4","UDP","95","31","5678  >  8765 Len=7"
"619","84.523728","","","IEEE 802.15.4","95","","Ack"
"620","84.558000","::201:1:1:1","::204:4:4:4","UDP","129","31","5678  >  8765 Len=7"
"621","84.561016","","","IEEE 802.15.4","129","","Ack"
"622","84.790000","::202:2:2:2","::201:1:1:1","UDP","130","23","8765  >  5678 Len=7"
"623","84.792472","","","IEEE 802.15.4","130","","Ack"
"624","84.813000","::201:1:1:1","::202:2:2:2","UDP","96","23","5678  >  8765 Len=7"
"625","84.815472","","","IEEE 802.15.4","96","","Ack"
"626","85.254000","::209:9:9:9","::201:1:1:1","UDP","151","23","8765  >  5678 Len=7"
"627","85.256472","","","IEEE 802.15.4","151","","Ack"
"628","85.274000","::201:1:1:1","::209:9:9:9","UDP","97","23","5678  >  8765 Len=7"
"629","85.276472","","","IEEE 802.15.4","97","","Ack"
"630","87.042000","::206:6:6:6","::201:1:1:1","UDP","192","23","8765  >  5678 Len=7"
"631","87.044728","","","IEEE 802.15.4","192","","Ack"
"632","87.086000","::206:6:6:6","::201:1:1:1","UDP","131","23","8765  >  5678 Len=7"
"633","87.088760","","","IEEE 802.15.4","131","","Ack"
"634","87.119000","::201:1:1:1","::206:6:6:6","UDP","98","31","5678  >  8765 Len=7"
"635","87.121728","","","IEEE 802.15.4","98","","Ack"
"636","87.120728","fe80::207:7:7:7","ff02::1a","ICMPv6","48","76","RPL Control (DODAG Information Object)"
"637","87.124768","::201:1:1:1","::206:6:6:6","UDP","98","31","5678  >  8765 Len=7"
"638","87.127496","","","IEEE 802.15.4","98","","Ack"
"639","87.150000","::201:1:1:1","::206:6:6:6","UDP","132","31","5678  >  8765 Len=7"
"640","87.153016","","","IEEE 802.15.4","132","","Ack"
"641","87.202000","::203:3:3:3","::201:1:1:1","UDP","87","23","8765  >  5678 Len=7"
"642","87.204472","","","IEEE 802.15.4","87","","Ack"
"643","87.221000","fe80::205:5:5:5","ff02::1a","ICMPv6","131","76","RPL Control (DODAG Information Object)"
"644","87.224040","::201:1:1:1","::203:3:3:3","UDP","99","23","5678  >  8765 Len=7"
"645","87.226512","","","IEEE 802.15.4","99","","Ack"
"646","87.696000","::20a:a:a:a","::201:1:1:1","UDP","251","23","8765  >  5678 Len=7"
"647","87.698472","","","IEEE 802.15.4","251","","Ack"
"648","87.705000","::201:1:1:1","::20a:a:a:a","UDP","100","23","5678  >  8765 Len=7"
"649","87.707472","","","IEEE 802.15.4","100","","Ack"
"650","88.186000","::208:8:8:8","::201:1:1:1","UDP","2","23","8765  >  5678 Len=7"
"651","88.188472","","","IEEE 802.15.4","2","","Ack"
"652","88.215000","::201:1:1:1","::208:8:8:8","UDP","101","23","5678  >  8765 Len=7"
"653","88.217472","","","IEEE 802.15.4","101","","Ack"
"654","90.627000","::20b:b:b:b","::201:1:1:1","UDP","123","23","8765  >  5678 Len=7"
"655","90.629728","","","IEEE 802.15.4","123","","Ack"
"656","90.633000","::20b:b:b:b","::201:1:1:1","UDP","133","23","8765  >  5678 Len=7"
"657","90.635760","","","IEEE 802.15.4","133","","Ack"
"658","90.643000","::201:1:1:1","::20b:b:b:b","UDP","102","31","5678  >  8765 Len=7"
"659","90.645728","","","IEEE 802.15.4","102","","Ack"
"660","90.648824","::201:1:1:1","::20b:b:b:b","UDP","134","31","5678  >  8765 Len=7"
"661","90.651840","","","IEEE 802.15.4","134","","Ack"
"662","91.804000","::20c:c:c:c","::201:1:1:1","UDP","47","23","8765  >  5678 Len=7"
"663","91.806472","","","IEEE 802.15.4","47","","Ack"
"664","91.848000","::201:1:1:1","::20c:c:c:c","UDP","103","23","5678  >  8765 Len=7"
"665","91.850472","","","IEEE 802.15.4","103","","Ack"
"666","92.453000","::207:7:7:7","::201:1:1:1","UDP","49","23","8765  >  5678 Len=7"
