"No.","Time","Source","Destination","Protocol","Sequence Number","Payload Length","Info"
"667","92.455728","","","IEEE 802.15.4","49","","Ack"
"668","92.455824","::205:5:5:5","::201:1:1:1","UDP","132","23","8765  >  5678 Len=7"
"669","92.458552","","","IEEE 802.15.4","132","","Ack"
"670","92.458648","::205:5:5:5","::201:1:1:1","UDP","132","23","8765  >  5678 Len=7"
"671","92.461376","","","IEEE 802.15.4","132","","Ack"
"672","92.471000","::205:5:5:5","::201:1:1:1","UDP","135","23","8765  >  5678 Len=7"
"673","92.473760","","","IEEE 802.15.4","135","","Ack"
"674","92.489000","::207:7:7:7","::201:1:1:1","UDP","3","23","8765  >  5678 Len=7"
"675","92.491760","","","IEEE 802.15.4","3","","Ack"
"676","92.495000","::201:1:1:1","::207:7:7:7","UDP","105","31","5678  >  8765 Len=7"
"677","92.497728","","","IEEE 802.15.4","105","","Ack"
"678","92.505000","::201:1:1:1","::205:5:5:5","UDP","104","31","5678  >  8765 Len=7"
"679","92.507728","","","IEEE 802.15.4","104","","Ack"
"680","92.523000","::201:1:1:1","::207:7:7:7","UDP","4","31","5678  >  8765 Len=7"
"681","92.526016","","","IEEE 802.15.4","4","","Ack"
"682","92.530000","::201:1:1:1","::205:5:5:5","UDP","136","31","5678  >  8765 Len=7"
"683","92.533016","","","IEEE 802.15.4","136","","Ack"
"684","94.316000","::204:4:4:4","::201:1:1:1","UDP","82","23","8765  >  5678 Len=7"
"685","94.318728","","","IEEE 802.15.4","82","","Ack"
"686","94.324000","::204:4:4:4","::201:1:1:1","UDP","137","23","8765  >  5678 Len=7"
"687","94.326760","","","IEEE 802.15.4","137","","Ack"
"688","94.345000","::201:1:1:1","::204:4:4:4","UDP","106","31","5678  >  8765 Len=7"
"689","94.347728","","","IEEE 802.15.4","106","","Ack"
"690","94.350824","::201:1:1:1","::204:4:4:4","UDP","138","31","5678  >  8765 Len=7"
"691","94.353840","","","IEEE 802.15.4","138","","Ack"
"692","95.000000","::202:2:2:2","::201:1:1:1","UDP","139","23","8765  >  5678 Len=7"
"693","95.002472","","","IEEE 802.15.4","139","","Ack"
"694","95.006000","::201:1:1:1","::202:2:2:2","UDP","107","23","5678  >  8765 Len=7"
"695","95.008472","","","IEEE 802.15.4","107","","Ack"
"696","95.616000","::209:9:9:9","::201:1:1:1","UDP","152","23","8765  >  5678 Len=7"
"697","95.618472","","","IEEE 802.15.4","152","","Ack"
"698","95.654000","::201:1:1:1","::209:9:9:9","UDP","108","23","5678  >  8765 Len=7"
"699","95.656472","","","IEEE 802.15.4","108","","Ack"
"700","97.268000","::208:8:8:8","::201:1:1:1","UDP","5","23","8765  >  5678 Len=7"
"701","97.270472","","","IEEE 802.15.4","5","","Ack"
"702","97.312000","::201:1:1:1","::208:8:8:8","UDP","109","23","5678  >  8765 Len=7"
"703","97.314472","","","IEEE 802.15.4","109","","Ack"
"704","97.491000","::20a:a:a:a","::201:1:1:1","UDP","252","23","8765  >  5678 Len=7"
"705","97.493472","","","IEEE 802.15.4","252","","Ack"
"706","97.518000","::201:1:1:1","::20a:a:a:a","UDP","110","23","5678  >  8765 Len=7"
"707","97.520472","","","IEEE 802.15.4","110","","Ack"
"708","97.743000","::206:6:6:6","::201:1:1:1","UDP","193","23","8765  >  5678 Len=7"
"709","97.745728","","","IEEE 802.15.4","193","","Ack"
"710","97.786000","::206:6:6:6","::201:1:1:1","UDP","140","23","8765  >  5678 Len=7"
"711","97.788760","","","IEEE 802.15.4","140","","Ack"
"712","97.824000","::201:1:1:1","::206:6:6:6","UDP","111","31","5678  >  8765 Len=7"
"713","97.826728","","","IEEE 802.15.4","111","","Ack"
"714","97.836000","::201:1:1:1","::206:6:6:6","UDP","141","31","5678  >  8765 Len=7"
"715","97.839016","","","IEEE 802.15.4","141","","Ack"
"716","98.106000","::203:3:3:3","::201:1:1:1","UDP","88","23","8765  >  5678 Len=7"
"717","98.108472","","","IEEE 802.15.4","88","","Ack"
"718","98.113000","::201:1:1:1","::203:3:3:3","UDP","112","23","5678  >  8765 Len=7"
"719","98.115472","","","IEEE 802.15.4","112","","Ack"
"720","100.762000","fe80::201:1:1:1","ff02::1a","ICMPv6","113","76","RPL Control (DODAG Information Object)"
"721","101.221000","::20b:b:b:b","::201:1:1:1","UDP","124","23","8765  >  5678 Len=7"
"722","101.223728","","","IEEE 802.15.4","124","","Ack"
"723","101.243000","::20b:b:b:b","::201:1:1:1","UDP","142","23","8765  >  5678 Len=7"
"724","101.245760","","","IEEE 802.15.4","142","","Ack"
"725","101.262000","::201:1:1:1","::20b:b:b:b","UDP","114","31","5678  >  8765 Len=7"
"726","101.264728","","","IEEE 802.15.4","114","","Ack"
"727","101.291000","::201:1:1:1","::20b:b:b:b","UDP","143","31","5678  >  8765 Len=7"
"728","101.294016","","","IEEE 802.15.4","143","","Ack"
"729","101.395000","::20c:c:c:c","::201:1:1:1","UDP","48","23","8765  >  5678 Len=7"
"730","101.397472","","","IEEE 802.15.4","48","","Ack"
"731","101.412000","::201:1:1:1","::20c:c:c:c","UDP","115","23","5678  >  8765 Len=7"
"732","101.414472","","","IEEE 802.15.4","115","","Ack"
"733","101.889000","fe80::20c:c:c:c","fe80::209:9:9:9","ICMPv6","49","76","RPL Control (DODAG Information Object)"
"734","101.893200","","","IEEE 802.15.4","49","","Ack"
"735","101.979000","::207:7:7:7","::201:1:1:1","UDP","50","23","8765  >  5678 Len=7"
"736","101.981728","","","IEEE 802.15.4","50","","Ack"
"737","102.018000","::207:7:7:7","::201:1:1:1","UDP","6","23","8765  >  5678 Len=7"
"738","102.020760","","","IEEE 802.15.4","6","","Ack"
"739","102.061000","::201:1:1:1","::207:7:7:7","UDP","116","31","5678  >  8765 Len=7"
"740","102.063728","","","IEEE 802.15.4","116","","Ack"
"741","102.091000","::201:1:1:1","::207:7:7:7","UDP","7","31","5678  >  8765 Len=7"
"742","102.094016","","","IEEE 802.15.4","7","","Ack"
"743","102.134000","::205:5:5:5","::201:1:1:1","UDP","133","23","8765  >  5678 Len=7"
"744","102.136728","","","IEEE 802.15.4","133","","Ack"
"745","102.147000","::205:5:5:5","::201:1:1:1","UDP","144","23","8765  >  5678 Len=7"
"746","102.149760","","","IEEE 802.15.4","144","","Ack"
"747","102.189000","::201:1:1:1","::205:5:5:5","UDP","117","31","5678  >  8765 Len=7"
"748","102.191728","","","IEEE 802.15.4","117","","Ack"
"749","102.225000","::201:1:1:1","::205:5:5:5","UDP","145","31","5678  >  8765 Len=7"
"750","102.228016","","","IEEE 802.15.4","145","","Ack"
"751","103.197000","fe80::20c:c:c:c","ff02::1a","ICMPv6","50","76","RPL Control (DODAG Information Object)"
"752","104.052000","fe80::203:3:3:3","fe80::202:2:2:2","ICMPv6","89","76","RPL Control (DODAG Information Object)"
"753","104.056200","","","IEEE 802.15.4","89","","Ack"
"754","104.260000","::202:2:2:2","::201:1:1:1","UDP","146","23","8765  >  5678 Len=7"
"755","104.262472","","","IEEE 802.15.4","146","","Ack"
"756","104.291000","::201:1:1:1","::202:2:2:2","UDP","118","23","5678  >  8765 Len=7"
"757","104.293472","","","IEEE 802.15.4","118","","Ack"
"758","104.375000","::204:4:4:4","::201:1:1:1","UDP","83","23","8765  >  5678 Len=7"
"759","104.377728","","","IEEE 802.15.4","83","","Ack"
"760","104.409000","::204:4:4:4","::201:1:1:1","UDP","147","23","8765  >  5678 Len=7"
"761","104.411760","","","IEEE 802.15.4","147","","Ack"
"762","104.440000","::201:1:1:1","::204:4:4:4","UDP","119","31","5678  >  8765 Len=7"
"763","104.442728","","","IEEE 802.15.4","119","","Ack"
"764","104.476000","::201:1:1:1","::204:4:4:4","UDP","148","31","5678  >  8765 Len=7"
"765","104.479016","","","IEEE 802.15.4","148","","Ack"
"766","105.224000","::209:9:9:9","::201:1:1:1","UDP","153","23","8765  >  5678 Len=7"
"767","105.226472","","","IEEE 802.15.4","153","","Ack"
"768","105.243000","::201:1:1:1","::209:9:9:9","UDP","120","23","5678  >  8765 Len=7"
"769","105.245472","","","IEEE 802.15.4","120","","Ack"
"770","106.431000","::208:8:8:8","::201:1:1:1","UDP","8","23","8765  >  5678 Len=7"
"771","106.433472","","","IEEE 802.15.4","8","","Ack"
"772","106.447000","::201:1:1:1","::208:8:8:8","UDP","121","23","5678  >  8765 Len=7"
"773","106.449472","","","IEEE 802.15.4","121","","Ack"
"774","106.779000","::20a:a:a:a","::201:1:1:1","UDP","253","23","8765  >  5678 Len=7"
"775","106.781472","","","IEEE 802.15.4","253","","Ack"
"776","106.786000","::201:1:1:1","::20a:a:a:a","UDP","122","23","5678  >  8765 Len=7"
"777","106.788472","","","IEEE 802.15.4","122","","Ack"
"778","107.064000","::206:6:6:6","::201:1:1:1","UDP","194","23","8765  >  5678 Len=7"
"779","107.066728","","","IEEE 802.15.4","194","","Ack"
"780","107.106000","::206:6:6:6","::201:1:1:1","UDP","149","23","8765  >  5678 Len=7"
"781","107.108760","","","IEEE 802.15.4","149","","Ack"
"782","107.142000","::201:1:1:1","::206:6:6:6","UDP","123","31","5678  >  8765 Len=7"
"783","107.144728","","","IEEE 802.15.4","123","","Ack"
"784","107.185000","::201:1:1:1","::206:6:6:6","UDP","150","31","5678  >  8765 Len=7"
"785","107.188016","","","IEEE 802.15.4","150","","Ack"
"786","108.088000","fe80::20b:b:b:b","fe80::208:8:8:8","ICMPv6","125","76","RPL Control (DODAG Information Object)"
"787","108.092200","","","IEEE 802.15.4","125","","Ack"
"788","108.583000","::203:3:3:3","::201:1:1:1","UDP","90","23","8765  >  5678 Len=7"
"789","108.585472","","","IEEE 802.15.4","90","","Ack"
"790","108.593000","::201:1:1:1","::203:3:3:3","UDP","124","23","5678  >  8765 Len=7"
"791","108.595472","","","IEEE 802.15.4","124","","Ack"
"792","111.033000","::20b:b:b:b","::201:1:1:1","UDP","126","23","8765  >  5678 Len=7"
"793","111.035728","","","IEEE 802.15.4","126","","Ack"
"794","111.042000","::20b:b:b:b","::201:1:1:1","UDP","152","23","8765  >  5678 Len=7"
"795","111.044760","","","IEEE 802.15.4","152","","Ack"
"796","111.065000","fe80::202:2:2:2","fe80::203:3:3:3","ICMPv6","151","76","RPL Control (DODAG Information Object)"
"797","111.069200","","","IEEE 802.15.4","151","","Ack"
"798","111.074000","::201:1:1:1","::20b:b:b:b","UDP","125","31","5678  >  8765 Len=7"
"799","111.076728","","","IEEE 802.15.4","125","","Ack"
"800","111.114000","::201:1:1:1","::20b:b:b:b","UDP","153","31","5678  >  8765 Len=7"
"801","111.117016","","","IEEE 802.15.4","153","","Ack"
"802","111.137000","::207:7:7:7","::201:1:1:1","UDP","51","23","8765  >  5678 Len=7"
"803","111.139728","","","IEEE 802.15.4","51","","Ack"
"804","111.151000","::207:7:7:7","::201:1:1:1","UDP","9","23","8765  >  5678 Len=7"
"805","111.153760","","","IEEE 802.15.4","9","","Ack"
"806","111.180000","::201:1:1:1","::207:7:7:7","UDP","126","31","5678  >  8765 Len=7"
"807","111.182728","","","IEEE 802.15.4","126","","Ack"
"808","111.224000","::201:1:1:1","::207:7:7:7","UDP","10","31","5678  >  8765 Len=7"
"809","111.227016","","","IEEE 802.15.4","10","","Ack"
"810","112.242000","::20c:c:c:c","::201:1:1:1","UDP","51","24","8765  >  5678 Len=8"
"811","112.244504","","","IEEE 802.15.4","51","","Ack"
"812","112.275000","::201:1:1:1","::20c:c:c:c","UDP","127","24","5678  >  8765 Len=8"
"813","112.277504","","","IEEE 802.15.4","127","","Ack"
"814","112.551000","::205:5:5:5","::201:1:1:1","UDP","134","23","8765  >  5678 Len=7"
"815","112.553728","","","IEEE 802.15.4","134","","Ack"
"816","112.562000","::205:5:5:5","::201:1:1:1","UDP","154","23","8765  >  5678 Len=7"
"817","112.564760","","","IEEE 802.15.4","154","","Ack"
"818","112.575000","::201:1:1:1","::205:5:5:5","UDP","128","31","5678  >  8765 Len=7"
"819","112.577728","","","IEEE 802.15.4","128","","Ack"
"820","112.588000","::201:1:1:1","::205:5:5:5","UDP","155","31","5678  >  8765 Len=7"
"821","112.591016","","","IEEE 802.15.4","155","","Ack"
"822","113.339000","fe80::20a:a:a:a","fe80::202:2:2:2","ICMPv6","254","76","RPL Control (DODAG Information Object)"
"823","113.343200","","","IEEE 802.15.4","254","","Ack"
"824","115.047000","::202:2:2:2","::201:1:1:1","UDP","156","24","8765  >  5678 Len=8"
"825","115.049504","","","IEEE 802.15.4","156","","Ack"
"826","115.054000","::201:1:1:1","::202:2:2:2","UDP","129","24","5678  >  8765 Len=8"
"827","115.056504","","","IEEE 802.15.4","129","","Ack"
"828","115.145000","::204:4:4:4","::201:1:1:1","UDP","84","23","8765  >  5678 Len=7"
"829","115.147728","","","IEEE 802.15.4","84","","Ack"
"830","115.189000","::204:4:4:4","::201:1:1:1","UDP","157","23","8765  >  5678 Len=7"
"831","115.191760","","","IEEE 802.15.4","157","","Ack"
"832","115.216000","::201:1:1:1","::204:4:4:4","UDP","130","31","5678  >  8765 Len=7"
"833","115.218728","","","IEEE 802.15.4","130","","Ack"
"834","115.242000","::201:1:1:1","::204:4:4:4","UDP","158","31","5678  >  8765 Len=7"
"835","115.245016","","","IEEE 802.15.4","158","","Ack"
"836","115.417000","::208:8:8:8","::201:1:1:1","UDP","11","23","8765  >  5678 Len=7"
"837","115.419472","","","IEEE 802.15.4","11","","Ack"
"838","115.458000","::201:1:1:1","::208:8:8:8","UDP","131","23","5678  >  8765 Len=7"
"839","115.460472","","","IEEE 802.15.4","131","","Ack"
"840","115.648000","fe80::205:5:5:5","fe80::208:8:8:8","ICMPv6","135","76","RPL Control (DODAG Information Object)"
"841","115.652200","","","IEEE 802.15.4","135","","Ack"
"842","115.919000","::209:9:9:9","::201:1:1:1","UDP","154","24","8765  >  5678 Len=8"
"843","115.921504","","","IEEE 802.15.4","154","","Ack"
"844","115.944000","::201:1:1:1","::209:9:9:9","UDP","132","24","5678  >  8765 Len=8"
"845","115.946504","","","IEEE 802.15.4","132","","Ack"
"846","116.743000","::20a:a:a:a","::201:1:1:1","UDP","255","23","8765  >  5678 Len=7"
"847","116.745472","","","IEEE 802.15.4","255","","Ack"
"848","116.788000","::201:1:1:1","::20a:a:a:a","UDP","133","23","5678  >  8765 Len=7"
"849","116.790472","","","IEEE 802.15.4","133","","Ack"
"850","117.138000","::206:6:6:6","::201:1:1:1","UDP","195","23","8765  >  5678 Len=7"
"851","117.140728","","","IEEE 802.15.4","195","","Ack"
"852","117.147000","::206:6:6:6","::201:1:1:1","UDP","159","23","8765  >  5678 Len=7"
"853","117.149760","","","IEEE 802.15.4","159","","Ack"
"854","117.189000","::201:1:1:1","::206:6:6:6","UDP","134","31","5678  >  8765 Len=7"
"855","117.191728","","","IEEE 802.15.4","134","","Ack"
"856","117.216000","::201:1:1:1","::206:6:6:6","UDP","160","31","5678  >  8765 Len=7"
"857","117.219016","","","IEEE 802.15.4","160","","Ack"
"858","117.272000","fe80::208:8:8:8","ff02::1a","ICMPv6","12","76","RPL Control (DODAG Information Object)"
"859","118.092000","::203:3:3:3","::201:1:1:1","UDP","91","24","8765  >  5678 Len=8"
"860","118.094504","","","IEEE 802.15.4","91","","Ack"
"861","118.117000","::201:1:1:1","::203:3:3:3","UDP","135","24","5678  >  8765 Len=8"
"862","118.119504","","","IEEE 802.15.4","135","","Ack"
"863","119.151000","fe80::206:6:6:6","fe80::208:8:8:8","ICMPv6","196","76","RPL Control (DODAG Information Object)"
"864","119.155200","","","IEEE 802.15.4","196","","Ack"
"865","119.965000","fe80::203:3:3:3","ff02::1a","ICMPv6","92","76","RPL Control (DODAG Information Object)"
"866","121.043000","::20b:b:b:b","::201:1:1:1","UDP","127","23","8765  >  5678 Len=7"
"867","121.045728","","","IEEE 802.15.4","127","","Ack"
"868","121.079000","::20b:b:b:b","::201:1:1:1","UDP","161","23","8765  >  5678 Len=7"
"869","121.081760","","","IEEE 802.15.4","161","","Ack"
"870","121.093000","::201:1:1:1","::20b:b:b:b","UDP","136","31","5678  >  8765 Len=7"
"871","121.095728","","","IEEE 802.15.4","136","","Ack"
"872","121.136000","::201:1:1:1","::20b:b:b:b","UDP","162","31","5678  >  8765 Len=7"
"873","121.139016","","","IEEE 802.15.4","162","","Ack"
"874","121.280000","fe80::20a:a:a:a","ff02::1a","ICMPv6","0","76","RPL Control (DODAG Information Object)"
"875","121.742000","::20c:c:c:c","::201:1:1:1","UDP","52","24","8765  >  5678 Len=8"
"876","121.744504","","","IEEE 802.15.4","52","","Ack"
"877","121.748000","::201:1:1:1","::20c:c:c:c","UDP","137","24","5678  >  8765 Len=8"
"878","121.750504","","","IEEE 802.15.4","137","","Ack"
"879","121.786000","::207:7:7:7","::201:1:1:1","UDP","52","23","8765  >  5678 Len=7"
"880","121.788728","","","IEEE 802.15.4","52","","Ack"
"881","121.796000","::207:7:7:7","::201:1:1:1","UDP","13","23","8765  >  5678 Len=7"
"882","121.798760","","","IEEE 802.15.4","13","","Ack"
"883","121.835000","::201:1:1:1","::207:7:7:7","UDP","138","31","5678  >  8765 Len=7"
"884","121.837728","","","IEEE 802.15.4","138","","Ack"
"885","121.860000","::201:1:1:1","::207:7:7:7","UDP","14","31","5678  >  8765 Len=7"
"886","121.863016","","","IEEE 802.15.4","14","","Ack"
"887","122.822000","fe80::206:6:6:6","ff02::1a","ICMPv6","197","76","RPL Control (DODAG Information Object)"
"888","123.468000","::205:5:5:5","::201:1:1:1","UDP","136","23","8765  >  5678 Len=7"
"889","123.470728","","","IEEE 802.15.4","136","","Ack"
"890","123.492000","::205:5:5:5","::201:1:1:1","UDP","163","23","8765  >  5678 Len=7"
"891","123.494760","","","IEEE 802.15.4","163","","Ack"
"892","123.529000","::201:1:1:1","::205:5:5:5","UDP","139","31","5678  >  8765 Len=7"
"893","123.531728","","","IEEE 802.15.4","139","","Ack"
"894","123.573000","::201:1:1:1","::205:5:5:5","UDP","164","31","5678  >  8765 Len=7"
"895","123.576016","","","IEEE 802.15.4","164","","Ack"
"896","124.059000","::202:2:2:2","::201:1:1:1","UDP","165","24","8765  >  5678 Len=8"
"897","124.061504","","","IEEE 802.15.4","165","","Ack"
"898","124.088000","::201:1:1:1","::202:2:2:2","UDP","140","24","5678  >  8765 Len=8"
"899","124.090504","","","IEEE 802.15.4","140","","Ack"
"900","124.677000","::208:8:8:8","::201:1:1:1","UDP","15","24","8765  >  5678 Len=8"
"901","124.679504","","","IEEE 802.15.4","15","","Ack"
"902","124.711000","::201:1:1:1","::208:8:8:8","UDP","141","24","5678  >  8765 Len=8"
"903","124.713504","","","IEEE 802.15.4","141","","Ack"
"904","124.925000","::204:4:4:4","::201:1:1:1","UDP","85","24","8765  >  5678 Len=8"
"905","124.927760","","","IEEE 802.15.4","85","","Ack"
"906","124.957000","::204:4:4:4","::201:1:1:1","UDP","166","24","8765  >  5678 Len=8"
"907","124.959792","","","IEEE 802.15.4","166","","Ack"
"908","124.976000","::201:1:1:1","::204:4:4:4","UDP","142","32","5678  >  8765 Len=8"
"909","124.978760","","","IEEE 802.15.4","142","","Ack"
"910","125.013000","::201:1:1:1","::204:4:4:4","UDP","167","32","5678  >  8765 Len=8"
"911","125.016048","","","IEEE 802.15.4","167","","Ack"
"912","125.298000","::209:9:9:9","::201:1:1:1","UDP","155","24","8765  >  5678 Len=8"
"913","125.300504","","","IEEE 802.15.4","155","","Ack"
"914","125.303600","::201:1:1:1","::209:9:9:9","UDP","143","24","5678  >  8765 Len=8"
"915","125.306104","","","IEEE 802.15.4","143","","Ack"
"916","127.076000","::20a:a:a:a","::201:1:1:1","UDP","1","24","8765  >  5678 Len=8"
"917","127.078504","","","IEEE 802.15.4","1","","Ack"
"918","127.102000","::201:1:1:1","::20a:a:a:a","UDP","144","24","5678  >  8765 Len=8"
"919","127.104504","","","IEEE 802.15.4","144","","Ack"
"920","127.805000","::206:6:6:6","::201:1:1:1","UDP","198","24","8765  >  5678 Len=8"
"921","127.807760","","","IEEE 802.15.4","198","","Ack"
"922","127.816000","::206:6:6:6","::201:1:1:1","UDP","168","24","8765  >  5678 Len=8"
"923","127.818792","","","IEEE 802.15.4","168","","Ack"
"924","127.840000","::201:1:1:1","::206:6:6:6","UDP","145","32","5678  >  8765 Len=8"
"925","127.842760","","","IEEE 802.15.4","145","","Ack"
"926","127.869000","::201:1:1:1","::206:6:6:6","UDP","169","32","5678  >  8765 Len=8"
"927","127.872048","","","IEEE 802.15.4","169","","Ack"
"928","128.387000","::203:3:3:3","::201:1:1:1","UDP","93","24","8765  >  5678 Len=8"
"929","128.389504","","","IEEE 802.15.4","93","","Ack"
"930","128.395000","::201:1:1:1","::203:3:3:3","UDP","146","24","5678  >  8765 Len=8"
"931","128.397504","","","IEEE 802.15.4","146","","Ack"
"932","128.866000","fe80::202:2:2:2","ff02::1a","ICMPv6","170","76","RPL Control (DODAG Information Object)"
"933","131.248000","::207:7:7:7","::201:1:1:1","UDP","53","24","8765  >  5678 Len=8"
"934","131.250760","","","IEEE 802.15.4","53","","Ack"
"935","131.280000","::207:7:7:7","::201:1:1:1","UDP","16","24","8765  >  5678 Len=8"
"936","131.282792","","","IEEE 802.15.4","16","","Ack"
"937","131.285888","::201:1:1:1","::207:7:7:7","UDP","147","32","5678  >  8765 Len=8"
"938","131.288648","","","IEEE 802.15.4","147","","Ack"
"939","131.300000","::201:1:1:1","::207:7:7:7","UDP","17","32","5678  >  8765 Len=8"
"940","131.303048","","","IEEE 802.15.4","17","","Ack"
"941","131.311000","::20c:c:c:c","::201:1:1:1","UDP","53","24","8765  >  5678 Len=8"
"942","131.313504","","","IEEE 802.15.4","53","","Ack"
"943","131.317000","::201:1:1:1","::20c:c:c:c","UDP","148","24","5678  >  8765 Len=8"
"944","131.319504","","","IEEE 802.15.4","148","","Ack"
"945","132.000000","::20b:b:b:b","::201:1:1:1","UDP","128","24","8765  >  5678 Len=8"
"946","132.002760","","","IEEE 802.15.4","128","","Ack"
"947","132.036000","::20b:b:b:b","::201:1:1:1","UDP","171","24","8765  >  5678 Len=8"
"948","132.038792","","","IEEE 802.15.4","171","","Ack"
"949","132.065000","::201:1:1:1","::20b:b:b:b","UDP","149","32","5678  >  8765 Len=8"
"950","132.067760","","","IEEE 802.15.4","149","","Ack"
"951","132.074000","::201:1:1:1","::20b:b:b:b","UDP","172","32","5678  >  8765 Len=8"
"952","132.077048","","","IEEE 802.15.4","172","","Ack"
"953","132.591000","fe80::209:9:9:9","ff02::1a","ICMPv6","156","76","RPL Control (DODAG Information Object)"
"954","132.600000","fe80::20b:b:b:b","ff02::1a","ICMPv6","129","76","RPL Control (DODAG Information Object)"
"955","133.826000","::208:8:8:8","::201:1:1:1","UDP","18","24","8765  >  5678 Len=8"
"956","133.828504","","","IEEE 802.15.4","18","","Ack"
"957","133.838000","::201:1:1:1","::208:8:8:8","UDP","150","24","5678  >  8765 Len=8"
"958","133.840504","","","IEEE 802.15.4","150","","Ack"
"959","133.946000","::202:2:2:2","::201:1:1:1","UDP","173","24","8765  >  5678 Len=8"
"960","133.948504","","","IEEE 802.15.4","173","","Ack"
"961","133.962000","::201:1:1:1","::202:2:2:2","UDP","151","24","5678  >  8765 Len=8"
"962","133.964504","","","IEEE 802.15.4","151","","Ack"
"963","134.290000","::205:5:5:5","::201:1:1:1","UDP","137","24","8765  >  5678 Len=8"
"964","134.292760","","","IEEE 802.15.4","137","","Ack"
"965","134.310000","::205:5:5:5","::201:1:1:1","UDP","174","24","8765  >  5678 Len=8"
"966","134.312792","","","IEEE 802.15.4","174","","Ack"
"967","134.351000","::201:1:1:1","::205:5:5:5","UDP","152","32","5678  >  8765 Len=8"
"968","134.353760","","","IEEE 802.15.4","152","","Ack"
"969","134.376000","::201:1:1:1","::205:5:5:5","UDP","175","32","5678  >  8765 Len=8"
"970","134.379048","","","IEEE 802.15.4","175","","Ack"
"971","135.217000","::209:9:9:9","::201:1:1:1","UDP","157","24","8765  >  5678 Len=8"
"972","135.219504","","","IEEE 802.15.4","157","","Ack"
"973","135.237000","::201:1:1:1","::209:9:9:9","UDP","153","24","5678  >  8765 Len=8"
"974","135.239504","","","IEEE 802.15.4","153","","Ack"
"975","135.691000","::204:4:4:4","::201:1:1:1","UDP","86","24","8765  >  5678 Len=8"
"976","135.693760","","","IEEE 802.15.4","86","","Ack"
"977","135.700000","::204:4:4:4","::201:1:1:1","UDP","176","24","8765  >  5678 Len=8"
"978","135.702792","","","IEEE 802.15.4","176","","Ack"
"979","135.732000","::201:1:1:1","::204:4:4:4","UDP","154","32","5678  >  8765 Len=8"
"980","135.734760","","","IEEE 802.15.4","154","","Ack"
"981","135.764000","::201:1:1:1","::204:4:4:4","UDP","177","32","5678  >  8765 Len=8"
"982","135.767048","","","IEEE 802.15.4","177","","Ack"
"983","137.402000","::203:3:3:3","::201:1:1:1","UDP","94","24","8765  >  5678 Len=8"
"984","137.404504","","","IEEE 802.15.4","94","","Ack"
"985","137.426000","::201:1:1:1","::203:3:3:3","UDP","155","24","5678  >  8765 Len=8"
"986","137.428504","","","IEEE 802.15.4","155","","Ack"
"987","137.502000","fe80::204:4:4:4","ff02::1a","ICMPv6","87","76","RPL Control (DODAG Information Object)"
"988","137.638000","::20a:a:a:a","::201:1:1:1","UDP","2","24","8765  >  5678 Len=8"
"989","137.640504","","","IEEE 802.15.4","2","","Ack"
"990","137.655000","::201:1:1:1","::20a:a:a:a","UDP","156","24","5678  >  8765 Len=8"
"991","137.657504","","","IEEE 802.15.4","156","","Ack"
"992","138.098000","::206:6:6:6","::201:1:1:1","UDP","199","24","8765  >  5678 Len=8"
"993","138.100760","","","IEEE 802.15.4","199","","Ack"
"994","138.103856","::206:6:6:6","::201:1:1:1","UDP","178","24","8765  >  5678 Len=8"
"995","138.106648","","","IEEE 802.15.4","178","","Ack"
"996","138.117000","::201:1:1:1","::206:6:6:6","UDP","157","32","5678  >  8765 Len=8"
"997","138.119760","","","IEEE 802.15.4","157","","Ack"
"998","138.142000","::201:1:1:1","::206:6:6:6","UDP","179","32","5678  >  8765 Len=8"
"999","138.145048","","","IEEE 802.15.4","179","","Ack"
"1000","141.782000","::207:7:7:7","::201:1:1:1","UDP","54","24","8765  >  5678 Len=8"
"1001","141.784760","","","IEEE 802.15.4","54","","Ack"
"1002","141.803000","::207:7:7:7","::201:1:1:1","UDP","19","24","8765  >  5678 Len=8"
"1003","141.805792","","","IEEE 802.15.4","19","","Ack"
"1004","141.841000","::201:1:1:1","::207:7:7:7","UDP","158","32","5678  >  8765 Len=8"
"1005","141.843760","","","IEEE 802.15.4","158","","Ack"
"1006","141.852000","::201:1:1:1","::207:7:7:7","UDP","20","32","5678  >  8765 Len=8"
"1007","141.855048","","","IEEE 802.15.4","20","","Ack"
"1008","142.056000","::20c:c:c:c","::201:1:1:1","UDP","54","24","8765  >  5678 Len=8"
"1009","142.058504","","","IEEE 802.15.4","54","","Ack"
"1010","142.092000","::201:1:1:1","::20c:c:c:c","UDP","159","24","5678  >  8765 Len=8"
"1011","142.094504","","","IEEE 802.15.4","159","","Ack"
"1012","142.762000","::20b:b:b:b","::201:1:1:1","UDP","130","24","8765  >  5678 Len=8"
"1013","142.764760","","","IEEE 802.15.4","130","","Ack"
"1014","142.772000","::20b:b:b:b","::201:1:1:1","UDP","180","24","8765  >  5678 Len=8"
"1015","142.774792","","","IEEE 802.15.4","180","","Ack"
"1016","142.781000","::201:1:1:1","::20b:b:b:b","UDP","160","32","5678  >  8765 Len=8"
"1017","142.783760","","","IEEE 802.15.4","160","","Ack"
"1018","142.801000","::201:1:1:1","::20b:b:b:b","UDP","181","32","5678  >  8765 Len=8"
"1019","142.804048","","","IEEE 802.15.4","181","","Ack"
"1020","142.840000","::208:8:8:8","::201:1:1:1","UDP","21","24","8765  >  5678 Len=8"
